ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -40.92, -5.99, 7.60, -54.62, -21.83, 0.01, 7.37, 111.78
 1, 345.00, -54.13, -10.56, 1183.41, -96.14, -29.22, 4.01, 85.15, 106.90 
2, 230.00, -49.64, -39.70, 2.37, -59.21, 2.57, 0.01, 2.29, 87.51
 2, 345.00, -65.48, -42.92, 1180.60, -122.28, -42.30, 4.01, 83.75, 109.08 
3, 230.00, -87.60, 19.86, 31.14, -43.31, -25.93, 0.01, 31.67, 120.91
 3, 345.00, -112.46, 19.13, 1165.86, -226.35, 10.66, 4.01, 79.00, 87.30 
4, 230.00, -14.92, 8.97, 34.75, 9.40, 47.13, 0.01, 35.87, -11.28
 4, 345.00, -14.04, 18.39, 1185.95, -5.75, 63.63, 4.01, 86.92, 5.16 
5, 230.00, -16.44, 57.59, 16.19, 53.05, 21.01, 0.01, 15.84, -68.39
 5, 345.00, -7.85, 66.32, 1184.05, 41.47, 82.77, 4.01, 85.53, -26.61 
6, 230.00, -14.07, 51.77, 41.06, -42.33, 6.28, 0.01, 43.82, 81.56
 6, 345.00, -22.95, 56.86, 1184.79, -59.94, 56.86, 4.01, 86.01, 46.51 
7, 230.00, 7.91, -50.02, 59.18, -1.46, -3.71, 0.01, 86.15, 158.44
 7, 345.00, 8.21, -54.27, 1186.59, 5.70, -50.17, 4.01, 87.56, -173.52 
8, 230.00, -80.32, -7.52, 8.88, 29.27, -50.81, 0.01, 8.61, -150.05
 8, 345.00, -85.00, -17.81, 1182.88, -82.18, -67.82, 4.01, 84.85, 129.53 
9, 230.00, 81.27, 5.92, 0.92, 17.03, -56.81, 0.01, 0.89, -163.31
 9, 345.00, 95.58, -3.77, 1177.58, 144.36, -55.05, 4.01, 82.53, -110.87 
10, 230.00, 19.97, 20.83, 15.93, -54.10, 18.34, 0.01, 15.58, 71.27
 10, 345.00, 10.86, 25.58, 1186.28, -41.48, 39.79, 4.01, 87.23, 46.19 
11, 230.00, 45.47, 67.03, 7.29, -47.10, 35.29, 0.01, 7.06, 53.16
