ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 14.72, 8.66, 28.56, 15.01, -49.77, 0.01, 28.79, -163.22
 1, 630.00, 31.58, -10.59, 1451.81, 63.38, -48.56, 6.01, 86.85, -127.46 
2, 230.00, 22.19, -96.53, 43.08, 17.04, 37.03, 0.01, 46.59, -24.72
 2, 345.00, 32.60, -123.03, 1156.03, 88.21, -257.27, 4.01, 76.76, -161.07 
3, 230.00, 74.60, 25.24, 14.77, 51.10, 26.24, 0.01, 14.42, -62.82
 3, 345.00, 94.17, 33.51, 1173.22, 171.64, 68.17, 4.01, 81.05, -68.34 
4, 230.00, -14.69, 98.80, 56.09, 9.64, -16.69, 0.01, 71.04, -149.98
 4, 345.00, -20.59, 146.71, 1118.59, -50.71, 395.65, 4.01, 70.37, 7.30 
5, 230.00, 22.91, 78.61, 39.36, -38.64, 21.80, 0.01, 41.57, 60.57
 5, 345.00, 19.10, 93.31, 1178.69, -8.12, 145.50, 4.01, 82.95, 3.19 
6, 230.00, 37.08, -3.76, 36.95, -13.61, -44.35, 0.01, 38.53, 162.95
 6, 345.00, 36.85, -12.28, 1186.43, 16.81, -51.62, 4.01, 87.38, -161.96 
7, 230.00, -51.24, -85.31, 30.03, 32.44, -39.54, 0.01, 30.42, -140.64
 7, 345.00, -68.28, -129.89, 1121.05, -153.69, -362.57, 4.01, 70.64, 157.03 
8, 230.00, -38.79, -79.55, 8.69, -55.59, -18.77, 0.01, 8.43, 108.66
 8, 345.00, -56.16, -97.87, 1166.13, -139.26, -176.93, 4.01, 79.07, 141.79 
9, 230.00, -52.17, -15.24, 46.49, 17.57, -32.37, 0.01, 51.61, -151.50
 9, 345.00, -52.83, -22.32, 1186.23, -30.47, -49.90, 4.01, 87.18, 148.59 
10, 230.00, -26.63, 25.25, 21.31, 37.29, 40.90, 0.01, 21.06, -42.36
 10, 345.00, -21.24, 34.57, 1185.69, 18.08, 66.17, 4.01, 86.69, -15.28 
11, 230.00, 4.41, -0.74, 48.33, -14.39, 31.23, 0.01, 54.57, 24.73
 11, 630.00, 0.12, 14.22, 1453.30, -8.57, 43.60, 6.01, 88.25, 11.12 
