ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 11.96, -81.98, 9.82, -27.53, -51.61, 0.01, 9.54, 151.93
 1, 425.00, 7.73, -127.89, 1162.32, -7.73, -243.95, 4.01, 78.14, 178.18 
2, 230.00, -94.80, -4.62, 45.65, 16.03, 34.30, 0.01, 50.33, -25.05
 2, 425.00, -136.89, 3.22, 1161.54, -246.09, 29.00, 4.01, 77.96, 83.28 
3, 230.00, 75.50, 41.83, 33.56, -19.07, 45.03, 0.01, 34.46, 22.95
 3, 425.00, 97.67, 71.00, 1169.24, 145.80, 148.96, 4.01, 79.89, -44.39 
4, 230.00, -50.10, 19.22, 14.55, 27.81, 50.33, 0.01, 14.20, -28.93
 4, 425.00, -52.05, 39.34, 1183.59, -40.74, 89.51, 4.01, 85.25, 24.47 
5, 230.00, 69.16, -6.29, 22.67, -46.07, 29.69, 0.01, 22.47, 57.20
 5, 425.00, 71.83, 1.41, 1185.97, 57.97, 25.69, 4.01, 86.94, -66.10 
6, 230.00, 89.32, -44.13, 47.11, -34.96, 8.73, 0.01, 52.59, 75.98
 6, 425.00, 145.02, -74.12, 1138.49, 298.61, -157.87, 4.01, 73.48, -117.86 
7, 230.00, 10.23, -39.82, 13.09, -22.91, -53.12, 0.01, 12.75, 156.67
 7, 425.00, 4.96, -64.89, 1181.45, -13.20, -120.65, 4.01, 84.13, 173.76 
8, 230.00, -12.72, -85.30, 46.77, 28.42, -22.86, 0.01, 52.05, -128.80
 8, 425.00, -8.92, -124.23, 1166.93, 6.00, -220.90, 4.01, 79.28, -178.44 
9, 230.00, -17.33, 52.56, 13.85, 38.37, 43.05, 0.01, 13.50, -41.71
 9, 425.00, -9.06, 78.14, 1180.00, 19.91, 133.28, 4.01, 83.48, -8.50 
10, 230.00, 12.20, 16.21, 20.58, 27.39, 48.42, 0.01, 20.30, -29.50
 10, 425.00, 23.18, 34.63, 1183.98, 49.05, 79.64, 4.01, 85.48, -31.63 
11, 230.00, 44.23, -14.10, 36.47, -46.77, 0.17, 0.01, 37.95, 89.79
 11, 425.00, 38.26, -16.82, 1187.49, 5.66, -19.52, 4.01, 89.02, -163.82 
12, 230.00, -93.36, -16.52, 30.83, -43.09, 26.66, 0.01, 31.32, 58.25
 12, 425.00, -158.00, -17.61, 1139.50, -334.40, -17.02, 4.01, 73.63, 92.91 
13, 230.00, 58.43, -17.09, 28.05, 40.25, -33.33, 0.01, 28.23, -129.63
 13, 425.00, 85.37, -31.73, 1176.88, 144.37, -68.41, 4.01, 82.27, -115.36 
14, 230.00, -18.14, -41.42, 50.23, 16.96, -26.60, 0.01, 57.87, -147.48
 14, 425.00, -16.55, -58.06, 1184.19, -5.45, -90.71, 4.01, 85.61, 176.56 
15, 230.00, 41.80, 13.03, 4.46, -58.75, -6.77, 0.01, 4.31, 96.58
 15, 425.00, 30.95, 13.36, 1187.55, -13.12, 9.93, 4.01, 89.21, 52.86 
16, 230.00, 6.07, 12.80, 18.60, 10.69, 55.29, 0.01, 18.27, -10.94
 16, 425.00, 10.58, 32.81, 1184.54, 20.90, 83.64, 4.01, 85.84, -14.03 
17, 230.00, -9.41, 3.68, 1.48, -58.68, 8.53, 0.01, 1.43, 81.73
 17, 425.00, -30.16, 7.11, 1184.60, -83.88, 15.26, 4.01, 85.88, 79.69 
18, 230.00, 3.76, -67.63, 28.14, 28.97, -43.44, 0.01, 28.32, -146.30
 18, 425.00, 13.82, -99.33, 1174.51, 41.91, -171.25, 4.01, 81.46, -166.25 
19, 230.00, -45.05, 0.66, 55.86, 16.00, -11.88, 0.01, 70.37, -126.61
 19, 425.00, -48.99, -2.88, 1186.79, -43.83, -13.30, 4.01, 87.79, 106.88 
20, 230.00, 83.50, 3.01, 53.43, 21.01, -14.89, 0.01, 64.27, -125.32
 20, 425.00, 118.96, -0.43, 1169.91, 204.27, -11.72, 4.01, 80.08, -93.29 
21, 230.00, 18.04, -26.00, 27.13, 3.42, 52.63, 0.01, 27.23, -3.72
 21, 425.00, 22.42, -14.05, 1186.98, 29.31, 27.94, 4.01, 88.05, -46.37 
22, 230.00, -66.48, -5.26, 25.89, 17.87, -50.28, 0.01, 25.89, -160.44
 22, 425.00, -77.32, -22.25, 1182.36, -87.89, -69.74, 4.01, 84.58, 128.43 
23, 230.00, -68.75, -31.80, 5.48, -24.00, 53.96, 0.01, 5.30, 23.98
 23, 425.00, -96.24, -24.07, 1177.17, -157.43, 7.10, 4.01, 82.38, 87.42 
24, 230.00, 57.61, 70.65, 31.79, 16.31, 47.34, 0.01, 32.41, -19.00
 24, 425.00, 89.69, 118.31, 1148.68, 173.78, 246.79, 4.01, 75.28, -35.15 
25, 230.00, 84.02, 2.78, 58.19, -4.53, 10.54, 0.01, 78.85, 23.27
 25, 425.00, 111.21, 6.88, 1175.11, 171.24, 18.67, 4.01, 81.66, -83.78 
26, 230.00, 81.66, -38.76, 39.29, 42.70, 12.28, 0.01, 41.48, -73.96
 26, 425.00, 130.80, -52.25, 1155.48, 261.43, -84.11, 4.01, 76.63, -107.83 
27, 230.00, -90.18, -1.19, 10.89, -31.21, -49.24, 0.01, 10.58, 147.63
 27, 425.00, -139.87, -16.86, 1154.90, -269.58, -63.98, 4.01, 76.51, 103.35 
28, 230.00, 46.78, 29.78, 17.47, 12.54, -55.27, 0.01, 17.13, -167.21
 28, 425.00, 60.88, 18.74, 1184.41, 85.04, -22.44, 4.01, 85.75, -104.78 
29, 230.00, 0.49, 52.12, 8.17, -16.88, -56.27, 0.01, 7.91, 163.30
