ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 80.40, -22.61, 43.26, -40.19, -5.56, 0.01, 46.83, 97.87
 1, 425.00, 94.06, -31.54, 1181.09, 113.27, -52.39, 4.01, 83.97, -114.82 
2, 230.00, -26.77, 9.21, 21.42, 0.53, 55.30, 0.01, 21.17, -0.55
 2, 425.00, -31.54, 28.56, 1184.53, -35.11, 78.88, 4.01, 85.83, 23.99 
3, 230.00, 36.22, 39.61, 12.46, 53.79, 21.66, 0.01, 12.13, -68.07
 3, 425.00, 61.60, 55.52, 1178.21, 121.36, 87.53, 4.01, 82.76, -54.20 
4, 230.00, -5.11, 38.12, 0.99, -13.13, -57.83, 0.01, 0.96, 167.21
 4, 425.00, -10.30, 26.57, 1187.31, -23.17, -17.49, 4.01, 88.60, 127.05 
5, 230.00, -78.10, 53.59, 1.00, -59.28, 1.61, 0.01, 0.97, 88.45
 5, 425.00, -141.04, 84.75, 1133.15, -314.06, 167.09, 4.01, 72.57, 61.99 
6, 230.00, 28.00, -14.21, 57.63, 8.52, -11.13, 0.01, 76.33, -142.56
 6, 425.00, 35.81, -20.28, 1186.27, 47.67, -32.32, 4.01, 87.22, -124.13 
7, 230.00, -66.37, 6.08, 20.99, 39.81, 38.63, 0.01, 20.72, -45.87
 7, 425.00, -69.89, 19.63, 1184.84, -59.08, 56.73, 4.01, 86.05, 46.16 
8, 230.00, -40.28, 73.55, 19.14, 31.84, -46.23, 0.01, 18.83, -145.45
 8, 425.00, -43.22, 82.57, 1183.54, -41.25, 89.89, 4.01, 85.22, 24.65 
9, 230.00, -30.30, -29.83, 6.31, -5.95, 58.67, 0.01, 6.11, 5.79
 9, 425.00, -38.06, -16.75, 1186.28, -49.09, 29.77, 4.01, 87.23, 58.77 
10, 230.00, 7.02, 13.38, 26.84, 52.77, -3.60, 0.01, 26.91, -93.90
 10, 425.00, 25.08, 14.60, 1185.32, 73.43, 13.59, 4.01, 86.40, -79.51 
