ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 63.38, 8.99, 5.76, 40.79, -42.67, 0.01, 5.58, -136.29
 1, 335.00, 75.28, 2.32, 1181.92, 110.61, -37.39, 4.01, 84.36, -108.68 
2, 230.00, -34.34, 33.63, 11.19, -7.90, -57.71, 0.01, 10.87, 172.21
 2, 335.00, -37.59, 25.47, 1186.60, -36.06, -35.34, 4.01, 87.56, 134.42 
3, 230.00, 1.45, -43.15, 22.73, -30.60, 45.44, 0.01, 22.53, 33.96
 3, 335.00, -3.75, -37.56, 1187.14, -31.90, 15.07, 4.01, 88.30, 64.72 
4, 230.00, -50.79, 82.23, 14.86, -22.60, -52.78, 0.01, 14.51, 156.82
 4, 335.00, -65.90, 92.53, 1169.75, -149.52, 141.04, 4.01, 80.03, 46.67 
5, 230.00, 41.84, -8.71, 14.27, -10.56, -56.59, 0.01, 13.92, 169.43
 5, 335.00, 42.24, -18.99, 1185.53, 21.43, -67.87, 4.01, 86.56, -162.47 
6, 230.00, 45.38, -57.21, 24.49, 51.95, 14.80, 0.01, 24.39, -74.10
 6, 335.00, 58.30, -59.98, 1181.22, 111.86, -52.58, 4.01, 84.03, -115.18 
7, 230.00, -31.16, -3.05, 26.29, -40.44, 34.51, 0.01, 26.32, 49.53
 7, 335.00, -39.67, 2.75, 1185.26, -67.17, 34.86, 4.01, 86.35, 62.57 
8, 230.00, -20.56, 46.40, 26.41, -47.55, 23.65, 0.01, 26.44, 63.55
 8, 335.00, -29.95, 53.27, 1183.83, -69.22, 65.71, 4.01, 85.39, 46.49 
9, 230.00, -65.43, 19.61, 31.36, 45.38, 21.78, 0.01, 31.92, -64.36
 9, 335.00, -62.75, 24.76, 1186.73, -17.52, 43.82, 4.01, 87.72, 21.80 
10, 230.00, 89.75, -36.59, 39.91, 42.42, 11.22, 0.01, 42.29, -75.19
 10, 335.00, 120.82, -44.76, 1146.58, 296.79, -88.76, 4.01, 74.88, -106.65 
11, 230.00, 97.42, 4.15, 16.63, 34.38, 45.38, 0.01, 16.28, -37.15
 11, 335.00, 131.64, 12.62, 1140.34, 325.77, 63.74, 4.01, 73.77, -78.93 
12, 230.00, -33.26, 93.38, 0.12, 46.45, 36.88, 0.01, 0.12, -51.55
 12, 335.00, -37.58, 132.11, 1131.48, -59.23, 356.28, 4.01, 72.30, 9.44 
13, 230.00, 51.17, 18.53, 17.57, -33.67, 45.56, 0.01, 17.23, 36.47
 13, 335.00, 48.49, 27.49, 1185.85, 7.59, 65.25, 4.01, 86.83, -6.63 
14, 230.00, 82.12, 14.08, 56.97, 16.07, 3.69, 0.01, 73.86, -77.07
 14, 335.00, 94.80, 16.41, 1178.84, 142.29, 25.44, 4.01, 83.01, -79.86 
15, 230.00, 5.67, 75.21, 23.13, -23.92, 49.10, 0.01, 22.95, 25.98
 15, 335.00, 2.23, 91.16, 1177.62, -19.05, 153.03, 4.01, 82.54, 7.10 
16, 230.00, -64.42, -47.18, 32.43, 16.42, -46.86, 0.01, 33.15, -160.69
 16, 335.00, -68.79, -60.15, 1179.69, -71.32, -117.51, 4.01, 83.35, 148.74 
17, 230.00, -77.84, -28.81, 34.35, 42.79, 22.52, 0.01, 35.39, -62.25
 17, 335.00, -79.33, -28.26, 1186.06, -59.96, -14.81, 4.01, 87.02, 103.87 
18, 230.00, 8.43, -13.43, 57.97, 12.52, -0.48, 0.01, 77.81, -92.21
 18, 630.00, 20.36, -22.95, 1452.73, 43.78, -41.29, 6.01, 87.63, -133.33 
19, 230.00, -91.92, -16.11, 4.72, 21.31, 55.15, 0.01, 4.56, -21.12
 19, 335.00, -104.89, -10.03, 1176.15, -162.30, 29.55, 4.01, 82.02, 79.68 
20, 230.00, -25.03, -67.16, 43.37, 39.56, -8.46, 0.01, 47.00, -102.07
 20, 335.00, -20.59, -74.28, 1184.52, 15.03, -85.09, 4.01, 85.83, -169.98 
21, 230.00, 23.20, -5.23, 56.05, 0.21, -19.40, 0.01, 70.91, -179.37
 21, 335.00, 24.35, -8.76, 1187.18, 21.45, -26.15, 4.01, 88.37, -140.63 
22, 230.00, 79.25, 33.62, 52.98, -22.88, 13.68, 0.01, 63.29, 59.12
 22, 335.00, 85.78, 40.15, 1181.55, 99.26, 68.07, 4.01, 84.18, -55.56 
23, 230.00, -84.15, -14.05, 5.61, -50.87, 29.98, 0.01, 5.43, 59.48
 23, 335.00, -104.63, -11.02, 1170.69, -199.85, 9.88, 4.01, 80.30, 87.17 
24, 230.00, 8.06, 64.25, 54.53, -11.38, 20.36, 0.01, 66.84, 29.19
