ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -77.21, -59.16, 14.99, 29.91, 48.97, 0.01, 14.64, -31.42
 1, 425.00, -109.69, -76.37, 1165.70, -194.78, -117.27, 4.01, 78.96, 121.05 
2, 230.00, -9.19, -46.03, 0.49, -12.55, 57.96, 0.01, 0.47, 12.22
 2, 425.00, -15.03, -36.41, 1187.32, -28.11, 5.79, 4.01, 88.62, 78.37 
3, 230.00, 52.60, -56.36, 3.25, -0.74, -59.22, 0.01, 3.14, 179.28
 3, 425.00, 69.06, -92.92, 1168.61, 103.47, -184.91, 4.01, 79.72, -150.77 
4, 230.00, 50.32, -64.21, 27.33, -50.59, 14.53, 0.01, 27.44, 73.98
 4, 425.00, 50.21, -79.38, 1182.29, 35.98, -107.01, 4.01, 84.55, -161.42 
5, 230.00, 35.08, 24.86, 53.51, 7.09, -24.58, 0.01, 64.45, -163.91
 5, 425.00, 44.13, 22.11, 1186.28, 57.20, 5.12, 4.01, 87.23, -84.88 
6, 230.00, -10.37, -69.34, 0.69, 22.57, -54.84, 0.01, 0.66, -157.63
 6, 425.00, -6.12, -106.37, 1171.77, 8.93, -193.50, 4.01, 80.61, -177.36 
7, 230.00, -34.50, 12.02, 6.36, -58.21, -9.42, 0.01, 6.16, 99.19
 7, 425.00, -60.06, 11.35, 1181.75, -118.34, 5.30, 4.01, 84.28, 87.43 
8, 230.00, 49.69, 19.00, 45.80, 8.47, -36.72, 0.01, 50.56, -167.02
 8, 425.00, 62.90, 11.66, 1184.62, 83.53, -16.08, 4.01, 85.89, -100.90 
9, 230.00, 72.64, -43.52, 57.81, -3.99, 12.63, 0.01, 77.09, 17.55
 9, 425.00, 96.31, -54.64, 1175.80, 148.88, -76.74, 4.01, 81.89, -117.27 
10, 230.00, 38.71, -9.46, 36.42, -37.12, 28.52, 0.01, 37.88, 52.46
 10, 425.00, 34.37, -2.29, 1187.45, 8.53, 21.34, 4.01, 88.89, -21.79 
11, 230.00, -18.12, -79.06, 10.99, -57.87, -6.95, 0.01, 10.68, 96.85
 11, 425.00, -42.19, -107.61, 1170.12, -108.75, -171.92, 4.01, 80.14, 147.68 
12, 230.00, 74.10, 66.28, 42.10, -14.72, 39.10, 0.01, 45.22, 20.64
 12, 425.00, 128.15, 130.18, 1113.58, 274.61, 309.17, 4.01, 69.63, -41.61 
13, 230.00, -78.76, 1.19, 58.32, -3.36, -10.24, 0.01, 79.54, 161.85
 13, 425.00, -103.74, -1.53, 1177.29, -156.34, -10.12, 4.01, 82.42, 93.70 
14, 230.00, 32.88, -27.87, 0.59, -37.89, 45.62, 0.01, 0.57, 39.71
 14, 425.00, 26.95, -18.48, 1187.55, -0.30, 16.69, 4.01, 89.19, 1.03 
15, 230.00, -27.95, 72.85, 36.34, -30.24, -35.82, 0.01, 37.79, 139.83
 15, 425.00, -45.37, 83.17, 1180.66, -89.24, 92.97, 4.01, 83.77, 43.83 
16, 230.00, -8.55, -39.04, 26.20, -11.57, -51.93, 0.01, 26.22, 167.44
 16, 425.00, -13.94, -63.36, 1181.54, -26.00, -117.64, 4.01, 84.18, 167.54 
17, 230.00, 62.20, -3.30, 5.75, 48.26, 33.99, 0.01, 5.57, -54.84
 17, 425.00, 93.16, 6.71, 1175.97, 162.31, 36.09, 4.01, 81.95, -77.46 
18, 230.00, -98.68, -14.73, 34.71, 36.02, 31.87, 0.01, 35.81, -48.49
 18, 425.00, -168.72, -17.41, 1130.06, -363.32, -22.00, 4.01, 72.15, 93.47 
19, 230.00, -95.51, 3.89, 49.18, -29.73, -14.66, 0.01, 56.02, 116.25
 19, 425.00, -158.18, 1.71, 1141.13, -329.17, -6.02, 4.01, 73.91, 91.05 
20, 230.00, -10.09, 94.87, 26.69, 10.04, 52.00, 0.01, 26.75, -10.93
 20, 425.00, -13.00, 166.66, 1130.63, -19.47, 363.15, 4.01, 72.17, 3.07 
21, 230.00, -25.74, -88.19, 31.84, 19.06, 46.26, 0.01, 32.47, -22.39
 21, 425.00, -30.47, -110.07, 1176.70, -38.82, -156.31, 4.01, 82.21, 166.05 
22, 230.00, -24.31, 42.72, 4.06, 17.37, -56.56, 0.01, 3.93, -162.93
 22, 425.00, -23.57, 33.07, 1187.57, -13.30, -8.19, 4.01, 89.25, 121.63 
23, 230.00, -64.67, 23.75, 51.64, 16.86, 23.80, 0.01, 60.55, -35.32
 23, 425.00, -75.96, 37.06, 1182.35, -88.74, 68.82, 4.01, 84.57, 52.20 
24, 230.00, -74.76, 42.71, 8.29, -51.04, -29.05, 0.01, 8.03, 119.65
 24, 425.00, -119.50, 50.22, 1162.39, -235.57, 62.59, 4.01, 78.16, 75.12 
25, 230.00, -49.61, 9.01, 14.98, -46.48, 33.66, 0.01, 14.63, 54.09
 25, 425.00, -75.33, 21.71, 1179.15, -131.13, 54.40, 4.01, 83.13, 67.47 
26, 230.00, -12.64, 62.54, 12.75, 11.87, 56.69, 0.01, 12.42, -11.83
 26, 425.00, -12.13, 96.59, 1174.65, -6.90, 175.20, 4.01, 81.51, 2.25 
27, 230.00, 18.72, 95.53, 39.75, 36.35, 24.82, 0.01, 42.08, -55.68
 27, 425.00, 41.75, 165.03, 1128.05, 108.19, 355.61, 4.01, 71.76, -16.92 
28, 230.00, -38.25, 82.60, 5.95, -10.83, 58.01, 0.01, 5.76, 10.57
 28, 425.00, -60.08, 140.46, 1144.20, -117.19, 296.04, 4.01, 74.45, 21.60 
29, 230.00, -65.45, 29.91, 44.12, -39.60, -1.66, 0.01, 48.06, 92.40
 29, 425.00, -96.05, 37.82, 1174.69, -167.09, 52.32, 4.01, 81.52, 72.61 
30, 230.00, -37.13, 12.08, 52.79, -20.94, -17.10, 0.01, 62.89, 129.24
 30, 425.00, -50.80, 9.11, 1185.22, -76.09, -3.83, 4.01, 86.32, 92.88 
31, 230.00, -79.94, -50.16, 40.02, -1.20, 43.75, 0.01, 42.44, 1.57
 31, 425.00, -118.41, -61.13, 1164.19, -219.68, -83.36, 4.01, 78.59, 110.78 
32, 230.00, -51.77, 15.37, 30.82, 49.07, 12.63, 0.01, 31.31, -75.56
 32, 425.00, -47.19, 22.53, 1186.96, -16.24, 37.59, 4.01, 88.02, 23.37 
33, 230.00, 24.97, -9.51, 28.78, 45.04, 25.71, 0.01, 29.03, -60.28
 33, 425.00, 43.87, -3.10, 1184.31, 87.35, 18.23, 4.01, 85.69, -78.21 
34, 230.00, -21.99, 84.88, 3.61, -3.55, 59.09, 0.01, 3.49, 3.44
 34, 425.00, -32.51, 139.58, 1151.83, -58.88, 283.54, 4.01, 75.89, 11.73 
35, 230.00, -18.64, -60.55, 33.10, -24.71, 42.56, 0.01, 33.92, 30.14
 35, 425.00, -30.63, -61.32, 1185.39, -59.15, -43.68, 4.01, 86.45, 126.44 
36, 230.00, -56.96, -51.71, 27.83, -11.56, -51.08, 0.01, 27.99, 167.25
 36, 425.00, -78.43, -83.78, 1169.42, -126.36, -164.46, 4.01, 79.94, 142.46 
37, 230.00, -29.72, -93.53, 57.93, -0.95, 12.67, 0.01, 77.63, 4.31
 37, 425.00, -48.70, -148.72, 1144.72, -101.26, -299.67, 4.01, 74.55, 161.33 
38, 230.00, -4.71, 31.63, 34.05, -38.23, -29.95, 0.01, 35.04, 128.07
 38, 425.00, -17.64, 27.99, 1186.49, -52.46, 6.70, 4.01, 87.45, 82.72 
39, 230.00, 3.40, 17.73, 49.99, 0.49, -31.91, 0.01, 57.45, -179.11
 39, 630.00, 5.23, 9.28, 1453.93, 7.10, -9.83, 6.01, 89.52, -144.16 
40, 230.00, -69.37, -2.48, 16.20, -47.57, 31.49, 0.01, 15.85, 56.50
 40, 425.00, -103.55, 6.74, 1173.07, -182.48, 34.12, 4.01, 81.01, 79.41 
41, 230.00, 62.91, 36.83, 52.53, -27.06, 5.12, 0.01, 62.33, 79.28
 41, 425.00, 71.41, 48.18, 1183.06, 77.19, 70.55, 4.01, 84.95, -47.58 
42, 230.00, -42.52, -86.30, 32.42, -1.79, 49.63, 0.01, 33.14, 2.07
 42, 425.00, -64.60, -115.45, 1166.21, -124.33, -187.14, 4.01, 79.10, 146.40 
43, 230.00, 45.05, -83.41, 58.23, 11.12, 1.82, 0.01, 79.05, -80.71
 43, 425.00, 71.24, -125.29, 1155.27, 142.22, -235.95, 4.01, 76.59, -148.92 
44, 230.00, -33.52, 8.33, 43.05, -40.70, -2.82, 0.01, 46.54, 93.96
 44, 425.00, -52.69, 9.04, 1183.88, -94.45, 7.98, 4.01, 85.42, 85.17 
45, 230.00, -11.19, 38.63, 11.44, 53.80, -22.19, 0.01, 11.12, -112.41
 45, 425.00, 3.90, 38.90, 1186.34, 49.68, 26.22, 4.01, 87.29, -62.18 
46, 230.00, -8.79, -91.52, 14.57, -20.12, 53.86, 0.01, 14.22, 20.48
 46, 425.00, -18.40, -112.32, 1176.65, -45.96, -154.71, 4.01, 82.19, 163.46 
47, 230.00, 69.23, 38.94, 40.44, -42.98, 5.89, 0.01, 42.99, 82.19
 47, 425.00, 76.56, 52.21, 1182.31, 78.60, 80.79, 4.01, 84.55, -44.21 
48, 230.00, 29.74, -67.53, 13.31, 11.92, 56.55, 0.01, 12.96, -11.91
 48, 425.00, 41.29, -67.65, 1184.86, 66.08, -48.02, 4.01, 86.06, -126.00 
49, 230.00, 96.14, -6.19, 31.59, -16.97, -47.24, 0.01, 32.18, 160.24
 49, 425.00, 143.69, -23.57, 1154.02, 270.01, -76.64, 4.01, 76.33, -105.85 
50, 230.00, 74.60, 60.81, 49.26, 22.30, 24.36, 0.01, 56.16, -42.46
 50, 425.00, 125.46, 104.10, 1136.15, 264.53, 223.18, 4.01, 73.06, -49.85 
51, 230.00, 40.71, 59.28, 4.28, 28.30, 51.94, 0.01, 4.14, -28.58
 51, 425.00, 61.66, 93.19, 1169.45, 111.08, 174.95, 4.01, 79.95, -32.41 
52, 230.00, -44.77, 88.20, 22.86, 6.73, -54.31, 0.01, 22.67, -172.94
 52, 425.00, -70.91, 127.73, 1155.74, -143.61, 232.79, 4.01, 76.69, 31.67 
53, 230.00, 24.97, 7.63, 23.98, -48.17, -24.94, 0.01, 23.84, 117.37
 53, 630.00, 11.19, -1.99, 1453.74, -18.25, -19.57, 6.01, 88.95, 136.99 
54, 230.00, 86.91, 26.32, 57.39, 11.72, 9.31, 0.01, 75.39, -51.55
 54, 425.00, 127.87, 40.44, 1162.02, 232.90, 77.57, 4.01, 78.07, -71.58 
55, 230.00, 16.03, 9.17, 29.69, 50.92, 6.55, 0.01, 30.04, -82.67
 55, 425.00, 35.09, 12.90, 1184.64, 82.35, 19.95, 4.01, 85.91, -76.38 
56, 230.00, -25.75, -44.24, 48.99, 16.61, -29.01, 0.01, 55.70, -150.21
 56, 425.00, -26.08, -62.63, 1183.31, -17.99, -100.02, 4.01, 85.09, 169.80 
57, 230.00, 67.38, 54.17, 42.50, -13.30, -39.18, 0.01, 45.77, 161.24
 57, 425.00, 86.78, 61.20, 1178.75, 128.22, 68.31, 4.01, 82.97, -61.95 
58, 230.00, 66.72, -58.60, 4.53, 51.86, 28.42, 0.01, 4.38, -61.28
 58, 425.00, 110.39, -74.11, 1160.90, 226.58, -107.41, 4.01, 77.81, -115.36 
59, 230.00, 51.20, 66.80, 13.31, -9.39, -57.03, 0.01, 12.97, 170.65
 59, 425.00, 64.70, 70.65, 1182.37, 91.61, 64.60, 4.01, 84.58, -54.81 
60, 230.00, -76.95, 59.65, 51.42, -13.68, -26.20, 0.01, 60.11, 152.43
 60, 425.00, -126.76, 87.49, 1146.67, -264.65, 160.31, 4.01, 74.90, 58.79 
61, 230.00, 3.65, -13.49, 56.03, -12.63, -14.78, 0.01, 70.87, 139.49
 61, 425.00, 0.35, -20.47, 1186.97, -10.28, -39.40, 4.01, 88.04, 165.38 
62, 230.00, -16.25, -23.84, 47.27, -11.63, 33.87, 0.01, 52.85, 18.95
 62, 425.00, -22.83, -17.56, 1187.09, -36.21, 8.40, 4.01, 88.21, 76.94 
63, 230.00, -10.32, -20.58, 35.87, -26.44, -39.14, 0.01, 37.21, 145.96
 63, 425.00, -20.56, -36.69, 1184.48, -45.36, -74.15, 4.01, 85.80, 148.54 
64, 230.00, 37.17, 61.66, 4.55, -30.87, -50.44, 0.01, 4.40, 148.53
 64, 425.00, 36.82, 61.31, 1186.68, 24.64, 41.79, 4.01, 87.66, -30.52 
65, 230.00, 40.60, 0.22, 22.68, 44.32, -32.23, 0.01, 22.48, -126.03
 65, 425.00, 62.85, -9.98, 1181.87, 110.70, -38.56, 4.01, 84.34, -109.21 
66, 230.00, 58.46, -27.19, 28.96, -20.60, -47.48, 0.01, 29.23, 156.54
