ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -94.53, 29.45, 34.86, 47.92, -2.51, 0.01, 35.99, -93.00
 1, 345.00, -117.10, 38.57, 1162.07, -229.37, 85.58, 4.01, 78.10, 69.54 
2, 230.00, -4.01, -24.42, 2.27, 53.79, -24.89, 0.01, 2.20, -114.83
 2, 345.00, 6.13, -30.67, 1185.35, 55.85, -48.89, 4.01, 86.42, -131.20 
3, 230.00, 43.65, 11.92, 11.69, -49.29, 30.84, 0.01, 11.37, 57.97
 3, 345.00, 37.16, 18.56, 1186.74, -15.70, 44.20, 4.01, 87.74, 19.56 
4, 230.00, -46.38, -23.87, 13.44, -30.34, 49.16, 0.01, 13.10, 31.68
 4, 345.00, -55.54, -16.35, 1184.75, -77.10, 31.39, 4.01, 85.98, 67.84 
5, 230.00, 82.49, -43.41, 29.08, -16.85, -48.87, 0.01, 29.36, 160.98
 5, 345.00, 97.75, -61.60, 1166.40, 164.15, -152.16, 4.01, 79.14, -132.83 
6, 230.00, -38.24, -32.54, 29.25, 50.20, -11.91, 0.01, 29.55, -103.35
 6, 345.00, -31.52, -37.02, 1186.74, 20.28, -42.45, 4.01, 87.73, -154.47 
7, 230.00, -81.40, 50.47, 4.30, 59.11, 2.29, 0.01, 4.15, -87.78
 7, 345.00, -89.81, 62.52, 1175.52, -120.42, 119.11, 4.01, 81.80, 45.31 
8, 230.00, -55.21, 5.33, 8.88, -25.78, 52.67, 0.01, 8.61, 26.09
 8, 345.00, -64.50, 15.73, 1183.01, -83.81, 63.39, 4.01, 84.92, 52.90 
9, 230.00, 21.74, -42.86, 18.90, -45.80, 32.60, 0.01, 18.58, 54.55
 9, 345.00, 14.56, -39.58, 1187.27, -30.82, -2.33, 4.01, 88.51, 94.33 
10, 230.00, 62.17, -47.89, 19.68, -36.44, -42.45, 0.01, 19.38, 139.36
 10, 345.00, 63.08, -61.52, 1181.20, 46.42, -114.79, 4.01, 84.02, -157.98 
11, 230.00, -46.68, 64.74, 8.23, 42.52, 40.53, 0.01, 7.97, -46.37
 11, 345.00, -44.88, 80.60, 1179.12, -20.75, 140.75, 4.01, 83.12, 8.39 
12, 230.00, 59.53, 14.35, 2.03, -28.33, -52.07, 0.01, 1.96, 151.45
 12, 345.00, 58.94, 5.64, 1186.55, 28.66, -42.94, 4.01, 87.51, -146.28 
13, 230.00, 36.84, -25.43, 51.33, -22.14, -19.81, 0.01, 59.93, 131.82
 13, 345.00, 35.21, -30.76, 1186.83, 8.19, -43.87, 4.01, 87.85, -169.43 
14, 230.00, -55.44, -16.69, 9.77, -2.62, -58.44, 0.01, 9.48, 177.44
 14, 345.00, -60.47, -29.09, 1183.37, -59.60, -81.53, 4.01, 85.12, 143.83 
15, 230.00, -35.75, 32.94, 0.11, -55.74, -20.28, 0.01, 0.11, 109.99
 15, 345.00, -49.00, 31.44, 1183.88, -94.42, 8.32, 4.01, 85.42, 84.96 
16, 230.00, -84.59, 24.08, 44.65, 37.56, -10.63, 0.01, 48.84, -105.80
 16, 345.00, -91.13, 25.95, 1182.97, -101.45, 28.94, 4.01, 84.90, 74.08 
17, 230.00, -57.19, -48.58, 10.55, -52.63, -25.22, 0.01, 10.25, 115.60
 17, 345.00, -73.99, -59.23, 1175.42, -139.86, -96.90, 4.01, 81.76, 124.72 
18, 230.00, -78.62, 9.04, 12.67, 57.93, 0.82, 0.01, 12.34, -89.19
 18, 345.00, -76.90, 10.21, 1186.95, -39.23, 12.86, 4.01, 88.01, 71.85 
19, 230.00, 84.51, 23.39, 32.85, 21.29, 44.56, 0.01, 33.63, -25.54
 19, 345.00, 103.23, 35.48, 1169.84, 182.06, 94.23, 4.01, 80.06, -62.64 
20, 230.00, 58.69, -25.51, 59.02, 2.12, 5.44, 0.01, 84.35, -21.27
 20, 345.00, 64.20, -26.76, 1185.65, 65.68, -21.56, 4.01, 86.66, -108.17 
21, 230.00, -34.36, -85.53, 37.37, 46.00, -2.28, 0.01, 39.06, -92.83
 21, 345.00, -33.11, -102.90, 1174.11, -18.27, -177.96, 4.01, 81.34, 174.14 
22, 230.00, -1.66, 64.49, 59.30, 1.30, -0.14, 0.01, 88.73, -96.06
 22, 345.00, -1.57, 70.15, 1185.61, -0.37, 69.99, 4.01, 86.62, 0.30 
23, 230.00, -22.91, -28.43, 54.75, -16.05, -16.21, 0.01, 67.38, 135.29
 23, 345.00, -27.30, -33.20, 1186.36, -36.86, -41.72, 4.01, 87.31, 138.54 
24, 230.00, 85.50, 38.16, 13.28, -0.94, -57.80, 0.01, 12.94, 179.06
 24, 345.00, 103.46, 36.02, 1173.30, 183.43, 16.45, 4.01, 81.08, -84.88 
25, 230.00, 47.37, -16.86, 48.17, -29.80, 17.60, 0.01, 54.30, 59.43
 25, 345.00, 45.17, -14.78, 1187.62, 10.21, 4.00, 4.01, 89.47, -68.61 
26, 230.00, 32.00, -36.27, 25.59, -49.42, -20.50, 0.01, 25.56, 112.53
 26, 345.00, 24.94, -42.61, 1186.13, -25.28, -54.98, 4.01, 87.08, 155.31 
27, 230.00, -70.20, 31.69, 34.22, -43.87, -20.53, 0.01, 35.24, 115.08
 27, 345.00, -86.84, 31.87, 1178.12, -148.66, 21.95, 4.01, 82.73, 81.60 
28, 230.00, 74.61, -34.60, 1.83, -9.62, 58.50, 0.01, 1.77, 9.34
 28, 345.00, 82.50, -28.30, 1183.47, 98.68, 15.02, 4.01, 85.18, -81.35 
29, 230.00, -84.03, 8.90, 39.48, -34.04, 28.29, 0.01, 41.73, 50.28
 29, 345.00, -103.30, 15.37, 1172.72, -181.85, 47.13, 4.01, 80.90, 75.47 
30, 230.00, -14.58, 48.92, 0.76, 55.44, 21.06, 0.01, 0.74, -69.20
 30, 345.00, -5.06, 56.51, 1184.73, 47.27, 68.85, 4.01, 85.97, -34.47 
