ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -49.47, 23.47, 3.70, 56.06, -19.00, 0.01, 3.58, -108.72
 1, 425.00, -41.82, 22.26, 1187.61, -3.86, 11.04, 4.01, 89.44, 19.30 
2, 230.00, 2.44, 1.50, 39.90, -28.94, 32.99, 0.01, 42.27, 41.26
 2, 630.00, -11.63, 19.52, 1452.78, -34.83, 47.76, 6.01, 87.67, 36.10 
3, 230.00, -32.84, -72.88, 55.86, -0.83, -19.92, 0.01, 70.36, 177.62
 3, 425.00, -43.56, -102.13, 1173.55, -66.69, -169.98, 4.01, 81.16, 158.58 
4, 230.00, 71.05, 23.62, 3.44, -49.06, -33.15, 0.01, 3.33, 124.04
 4, 425.00, 74.40, 19.46, 1185.97, 63.45, 0.52, 4.01, 86.94, -89.53 
5, 230.00, -12.26, -32.13, 24.16, -21.33, -49.79, 0.01, 24.04, 156.80
 5, 425.00, -21.42, -54.19, 1182.34, -42.52, -104.07, 4.01, 84.57, 157.77 
6, 230.00, -76.73, 59.83, 6.47, 8.87, -58.28, 0.01, 6.26, -171.35
 6, 425.00, -116.26, 75.41, 1161.14, -223.40, 111.01, 4.01, 77.87, 63.58 
7, 230.00, 15.74, 48.59, 55.37, -21.14, 2.19, 0.01, 69.01, 84.08
 7, 425.00, 12.51, 59.38, 1185.41, -2.45, 73.22, 4.01, 86.46, 1.92 
8, 230.00, 5.63, -53.59, 4.04, -8.18, -58.60, 0.01, 3.90, 172.05
 8, 425.00, 4.30, -84.68, 1177.54, -1.22, -154.74, 4.01, 82.51, 179.55 
9, 230.00, 33.08, 61.83, 41.62, -35.57, -22.81, 0.01, 44.57, 122.67
 9, 425.00, 30.45, 70.34, 1185.18, 12.28, 75.79, 4.01, 86.29, -9.20 
10, 230.00, -81.57, -16.84, 53.24, 23.91, 10.58, 0.01, 63.85, -66.14
 10, 425.00, -100.78, -19.11, 1179.60, -136.52, -21.32, 4.01, 83.32, 98.88 
11, 230.00, -17.87, -56.29, 42.72, -37.45, -17.04, 0.01, 46.08, 114.46
 11, 425.00, -33.66, -74.72, 1180.34, -73.43, -109.42, 4.01, 83.63, 146.13 
12, 230.00, 35.70, 14.38, 5.26, -45.43, -37.76, 0.01, 5.09, 129.73
 12, 425.00, 27.76, 4.91, 1187.37, -5.59, -26.03, 4.01, 88.72, 167.87 
13, 230.00, -1.92, 47.26, 8.07, -5.27, 58.52, 0.01, 7.82, 5.14
 13, 425.00, -4.02, 76.21, 1179.22, -9.24, 141.09, 4.01, 83.16, 3.75 
14, 230.00, 14.47, -25.72, 1.90, 58.11, -11.71, 0.01, 1.84, -101.39
 14, 425.00, 36.01, -34.34, 1183.27, 89.72, -48.76, 4.01, 85.07, -118.53 
15, 230.00, 60.53, 14.35, 38.00, 39.16, 23.25, 0.01, 39.84, -59.30
 15, 425.00, 87.65, 25.13, 1177.39, 147.03, 51.79, 4.01, 82.46, -70.59 
16, 230.00, -26.83, 48.28, 48.63, 30.67, 14.56, 0.01, 55.08, -64.61
 16, 425.00, -23.19, 63.29, 1184.26, -3.36, 89.89, 4.01, 85.66, 2.14 
17, 230.00, 58.71, 68.91, 9.17, -16.65, 56.18, 0.01, 8.89, 16.50
 17, 425.00, 80.06, 117.26, 1154.06, 131.33, 247.90, 4.01, 76.34, -27.91 
18, 230.00, 53.48, -75.63, 42.37, 41.49, 0.60, 0.01, 45.60, -89.18
 18, 425.00, 91.46, -111.57, 1153.47, 195.82, -204.24, 4.01, 76.22, -136.20 
19, 230.00, 30.08, 24.31, 34.32, 48.37, -0.58, 0.01, 35.36, -90.68
 19, 425.00, 51.24, 28.92, 1183.00, 99.92, 33.10, 4.01, 84.92, -71.67 
20, 230.00, 39.74, 66.04, 47.64, -13.73, -32.55, 0.01, 53.45, 157.13
 20, 425.00, 46.74, 74.71, 1183.59, 55.81, 80.94, 4.01, 85.25, -34.59 
21, 230.00, -20.60, 91.62, 56.90, 9.45, 13.81, 0.01, 73.61, -34.39
 21, 425.00, -27.95, 140.80, 1155.26, -45.76, 271.70, 4.01, 76.59, 9.56 
22, 230.00, 16.90, -7.67, 12.61, 40.58, 41.38, 0.01, 12.28, -44.44
 22, 425.00, 32.99, 4.28, 1184.84, 71.55, 39.92, 4.01, 86.04, -60.84 
23, 230.00, -28.39, 30.36, 47.77, 11.43, -33.24, 0.01, 53.65, -161.03
 23, 425.00, -30.26, 25.82, 1187.40, -25.36, 1.92, 4.01, 88.77, 85.68 
24, 230.00, 20.27, 43.93, 53.76, -9.04, -23.37, 0.01, 65.01, 158.86
 24, 425.00, 21.55, 45.52, 1187.04, 17.90, 34.25, 4.01, 88.14, -27.60 
25, 230.00, 17.68, 34.60, 21.55, -45.40, 31.50, 0.01, 21.30, 55.24
 25, 425.00, 6.67, 51.33, 1184.19, -30.32, 85.63, 4.01, 85.61, 19.50 
26, 230.00, 27.70, 55.44, 9.67, 14.46, 56.70, 0.01, 9.38, -14.30
