ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 65.91, 26.98, 23.46, -47.97, 25.80, 0.01, 23.30, 61.73
 1, 335.00, 63.16, 33.51, 1186.13, 18.84, 57.41, 4.01, 87.08, -18.17 
2, 230.00, 2.90, 88.63, 11.31, 57.61, -8.45, 0.01, 10.99, -98.35
 2, 335.00, 12.83, 100.33, 1176.67, 69.73, 145.43, 4.01, 82.20, -25.62 
3, 230.00, -23.28, 7.68, 26.86, -52.47, -6.57, 0.01, 26.92, 97.14
 3, 335.00, -33.46, 6.91, 1185.31, -74.78, -1.16, 4.01, 86.39, 90.89 
4, 230.00, 33.01, -79.16, 55.66, -12.16, 16.49, 0.01, 69.79, 36.42
 4, 335.00, 35.21, -86.49, 1182.49, 37.58, -104.19, 4.01, 84.65, -160.17 
5, 230.00, 2.95, 95.39, 55.13, -17.34, 13.33, 0.01, 68.36, 52.44
 5, 335.00, 0.89, 118.87, 1162.08, -12.40, 245.03, 4.01, 78.08, 2.90 
6, 230.00, 48.33, -76.66, 55.43, 19.36, -8.40, 0.01, 69.16, -113.45
 6, 335.00, 59.51, -90.84, 1171.58, 114.91, -157.28, 4.01, 80.56, -143.85 
7, 230.00, 29.59, 16.20, 0.97, 7.98, -58.76, 0.01, 0.94, -172.27
 7, 335.00, 32.46, 6.65, 1186.14, 32.11, -50.97, 4.01, 87.09, -147.79 
8, 230.00, -29.65, -68.68, 15.04, 46.61, -33.46, 0.01, 14.69, -125.67
 8, 335.00, -24.60, -80.89, 1181.30, 14.75, -121.97, 4.01, 84.06, -173.11 
9, 230.00, -64.54, -39.83, 55.16, -20.51, 7.39, 0.01, 68.43, 70.17
 9, 335.00, -74.16, -42.48, 1182.39, -103.67, -41.93, 4.01, 84.60, 112.02 
10, 230.00, 86.72, -13.77, 12.34, 4.52, -57.84, 0.01, 12.01, -175.53
 10, 335.00, 100.32, -25.37, 1173.89, 156.89, -89.06, 4.01, 81.26, -119.58 
11, 230.00, 80.66, 8.79, 22.11, -18.97, 51.66, 0.01, 21.88, 20.16
 11, 335.00, 86.36, 18.35, 1182.18, 90.54, 69.43, 4.01, 84.49, -52.52 
12, 230.00, 10.70, -79.61, 57.70, -13.62, 1.64, 0.01, 76.63, 83.13
 12, 335.00, 9.64, -87.91, 1182.86, -0.43, -106.78, 4.01, 84.84, 179.77 
13, 230.00, -69.43, 56.54, 32.35, 49.52, 4.27, 0.01, 33.06, -85.07
 13, 335.00, -71.45, 65.41, 1181.55, -64.02, 101.95, 4.01, 84.18, 32.13 
14, 230.00, -44.88, 23.61, 14.31, -13.72, -55.90, 0.01, 13.96, 166.21
 14, 335.00, -49.85, 15.32, 1185.82, -52.04, -40.84, 4.01, 86.81, 128.12 
15, 230.00, 91.23, 22.17, 54.49, 21.79, -8.55, 0.01, 66.75, -111.43
 15, 335.00, 113.21, 25.33, 1164.79, 228.49, 39.96, 4.01, 78.74, -80.08 
16, 230.00, 6.96, -35.50, 24.00, 36.40, 40.21, 0.01, 23.87, -42.15
 16, 335.00, 13.59, -30.32, 1186.72, 44.95, 15.35, 4.01, 87.71, -71.14 
17, 230.00, 33.96, 92.49, 37.39, -21.43, 40.75, 0.01, 39.08, 27.74
 17, 335.00, 41.69, 129.16, 1134.78, 83.88, 340.56, 4.01, 72.82, -13.84 
18, 230.00, 59.26, -72.86, 16.41, 10.30, 56.06, 0.01, 16.06, -10.41
 18, 335.00, 71.75, -77.16, 1176.87, 133.91, -87.24, 4.01, 82.27, -123.08 
19, 230.00, -43.01, -35.03, 23.18, 31.38, 44.67, 0.01, 23.00, -35.09
 19, 335.00, -40.19, -29.47, 1187.52, -2.44, 18.66, 4.01, 89.09, 7.44 
20, 230.00, 68.61, 38.59, 48.97, 3.56, -33.27, 0.01, 55.66, -173.88
 20, 335.00, 76.14, 37.04, 1183.95, 92.98, 13.45, 4.01, 85.46, -81.77 
21, 230.00, -7.00, -86.51, 21.05, -54.85, -8.14, 0.01, 20.79, 98.44
 21, 335.00, -17.03, -100.08, 1175.21, -73.25, -155.15, 4.01, 81.69, 154.73 
22, 230.00, -54.91, 75.19, 58.97, -4.42, 4.51, 0.01, 83.89, 44.44
 22, 335.00, -65.92, 90.02, 1170.14, -120.73, 163.57, 4.01, 80.14, 36.43 
23, 230.00, 33.18, -11.51, 31.21, 15.25, -48.08, 0.01, 31.74, -162.40
 23, 335.00, 37.48, -20.35, 1185.39, 41.67, -60.51, 4.01, 86.45, -145.45 
24, 230.00, 60.66, 45.82, 13.71, 55.56, -15.57, 0.01, 13.37, -105.66
 24, 335.00, 76.26, 47.88, 1178.48, 141.08, 42.80, 4.01, 82.87, -73.12 
25, 230.00, -29.58, -9.45, 23.86, 51.96, 15.78, 0.01, 23.72, -73.10
 25, 335.00, -22.06, -7.18, 1187.31, 27.71, 7.94, 4.01, 88.61, -74.01 
26, 230.00, 82.16, 12.34, 1.70, -27.40, 52.58, 0.01, 1.64, 27.52
 26, 335.00, 87.08, 22.63, 1181.93, 88.08, 76.38, 4.01, 84.37, -49.07 
27, 230.00, -96.74, 12.19, 9.60, -58.53, 0.50, 0.01, 9.32, 89.51
 27, 335.00, -136.33, 16.06, 1130.69, -361.54, 37.72, 4.01, 72.18, 84.04 
28, 230.00, 72.98, -62.72, 38.64, 39.62, 21.32, 0.01, 40.66, -61.72
 28, 335.00, 97.01, -74.62, 1156.81, 231.82, -136.67, 4.01, 76.90, -120.52 
29, 230.00, -32.95, 57.52, 29.87, 48.53, -16.44, 0.01, 30.25, -108.72
 29, 335.00, -27.15, 58.91, 1186.86, 20.22, 38.96, 4.01, 87.88, -27.43 
30, 230.00, -68.36, -55.67, 25.83, -44.02, 30.21, 0.01, 25.82, 55.54
 30, 335.00, -85.84, -59.10, 1173.59, -170.46, -64.75, 4.01, 81.17, 110.80 
31, 230.00, 55.43, 9.16, 52.33, -27.79, 2.71, 0.01, 61.92, 84.42
 31, 335.00, 54.18, 10.18, 1187.48, 18.03, 10.86, 4.01, 88.98, -58.93 
32, 230.00, -43.27, 69.80, 40.15, 20.24, 38.67, 0.01, 42.61, -27.63
 32, 335.00, -45.13, 84.53, 1177.83, -41.82, 146.72, 4.01, 82.62, 15.91 
33, 230.00, 62.47, -61.44, 40.20, -18.17, 39.64, 0.01, 42.67, 24.62
