ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -72.92, -26.67, 12.05, -57.07, 10.77, 0.01, 11.72, 79.32
 1, 325.00, -88.27, -27.44, 1177.08, -156.64, -22.56, 4.01, 82.34, 98.20 
2, 230.00, 54.53, -67.35, 21.04, -51.14, 21.43, 0.01, 20.78, 67.26
 2, 325.00, 52.63, -71.22, 1185.20, 22.17, -73.26, 4.01, 86.30, -163.16 
3, 230.00, -4.50, 25.10, 27.05, -34.45, -39.98, 0.01, 27.14, 139.25
 3, 325.00, -10.09, 19.83, 1186.74, -43.65, -17.74, 4.01, 87.73, 112.12 
4, 230.00, 62.21, -46.32, 24.63, 2.47, -53.90, 0.01, 24.54, -177.38
 4, 325.00, 68.04, -58.56, 1179.12, 80.74, -117.07, 4.01, 83.12, -145.41 
5, 230.00, -37.75, 85.49, 27.29, 15.04, -50.46, 0.01, 27.40, -163.40
 5, 325.00, -41.12, 90.75, 1181.79, -54.31, 104.82, 4.01, 84.30, 27.39 
6, 230.00, -50.95, -9.59, 56.09, 12.85, -14.38, 0.01, 71.03, -138.22
 6, 325.00, -51.35, -12.21, 1187.22, -23.98, -22.37, 4.01, 88.42, 133.01 
7, 230.00, -46.09, 66.72, 35.22, -19.64, 43.49, 0.01, 36.43, 24.31
 7, 325.00, -53.66, 79.94, 1176.10, -86.11, 141.20, 4.01, 82.00, 31.38 
8, 230.00, 58.41, 61.19, 3.14, -59.16, 2.81, 0.01, 3.04, 87.28
 8, 325.00, 55.18, 67.64, 1184.41, 14.80, 86.72, 4.01, 85.75, -9.68 
9, 230.00, -23.06, 21.37, 37.64, -30.39, 34.32, 0.01, 39.39, 41.52
 9, 325.00, -28.66, 27.50, 1185.62, -47.72, 50.76, 4.01, 86.64, 43.23 
10, 230.00, -22.16, -9.25, 24.45, -3.45, -53.92, 0.01, 24.35, 176.34
 10, 325.00, -23.54, -18.07, 1185.71, -20.43, -65.07, 4.01, 86.71, 162.57 
11, 230.00, -45.30, 19.94, 15.83, -53.46, 20.23, 0.01, 15.48, 69.27
 11, 325.00, -55.83, 24.06, 1183.55, -91.76, 36.86, 4.01, 85.22, 68.11 
12, 230.00, 6.60, 36.26, 25.35, 48.44, 22.98, 0.01, 25.30, -64.62
 12, 325.00, 14.43, 41.30, 1185.34, 55.94, 48.88, 4.01, 86.41, -48.85 
13, 230.00, 45.49, 33.59, 40.70, 16.07, 40.04, 0.01, 43.33, -21.86
 13, 325.00, 50.34, 41.47, 1184.31, 54.68, 70.52, 4.01, 85.69, -37.79 
14, 230.00, -77.52, -42.16, 27.50, -15.30, 50.27, 0.01, 27.63, 16.92
 14, 325.00, -89.17, -39.84, 1179.04, -142.27, -12.63, 4.01, 83.09, 95.07 
15, 230.00, 23.59, -28.69, 21.15, 27.58, 48.06, 0.01, 20.90, -29.85
 15, 325.00, 28.85, -22.29, 1186.37, 45.68, 31.44, 4.01, 87.32, -55.47 
16, 230.00, 13.39, 33.55, 6.27, -54.86, 21.64, 0.01, 6.07, 68.47
 16, 325.00, 5.21, 38.30, 1185.75, -49.37, 45.90, 4.01, 86.75, 47.09 
17, 230.00, -26.94, -87.98, 53.53, -21.91, -13.13, 0.01, 64.49, 120.93
 17, 325.00, -34.26, -103.49, 1170.30, -77.16, -187.15, 4.01, 80.19, 157.59 
18, 230.00, 65.54, 61.60, 54.82, -15.17, -16.80, 0.01, 67.57, 137.92
 18, 325.00, 71.70, 67.02, 1180.90, 93.64, 85.21, 4.01, 83.88, -47.70 
19, 230.00, -66.06, 47.42, 33.60, -4.75, -48.64, 0.01, 34.51, 174.43
 19, 325.00, -72.69, 44.40, 1184.30, -89.06, 7.10, 4.01, 85.69, 85.44 
20, 230.00, -72.92, -25.88, 44.40, 37.19, 12.78, 0.01, 48.47, -71.04
 20, 325.00, -72.98, -25.97, 1186.85, -41.36, -15.14, 4.01, 87.87, 110.10 
21, 230.00, 83.52, -43.47, 6.73, 31.53, 49.78, 0.01, 6.52, -32.35
 21, 325.00, 102.82, -43.80, 1167.30, 215.69, -38.12, 4.01, 79.37, -100.02 
22, 230.00, 26.43, 1.07, 20.32, -55.10, 8.33, 0.01, 20.03, 81.40
 22, 630.00, 19.48, 5.96, 1453.84, 5.02, 15.85, 6.01, 89.34, -17.58 
23, 230.00, 37.01, 10.26, 10.07, -43.27, -39.30, 0.01, 9.78, 132.25
 23, 325.00, 31.63, 4.45, 1187.00, -19.56, -34.70, 4.01, 88.08, 150.59 
24, 230.00, -4.34, 37.50, 49.01, 20.60, -26.29, 0.01, 55.73, -141.91
 24, 325.00, -1.36, 34.94, 1187.52, 18.91, -1.85, 4.01, 89.08, -95.58 
25, 230.00, -86.16, -16.18, 55.74, 4.13, -19.83, 0.01, 70.03, -168.23
 25, 325.00, -95.82, -20.98, 1179.22, -133.16, -47.69, 4.01, 83.16, 109.71 
