ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -40.12, 52.32, 16.75, 43.17, -37.06, 0.01, 16.40, -130.64
 1, 335.00, -35.58, 49.69, 1187.60, 8.30, 10.11, 4.01, 89.37, -39.39 
2, 230.00, -85.96, 42.97, 33.33, 12.33, 47.48, 0.01, 34.19, -14.55
 2, 335.00, -104.50, 60.73, 1158.91, -203.02, 162.11, 4.01, 77.36, 51.39 
3, 230.00, 10.21, -3.62, 50.54, -4.43, 30.73, 0.01, 58.44, 8.20
 3, 630.00, 15.14, 8.92, 1453.37, 24.59, 34.14, 6.01, 88.34, -35.76 
4, 230.00, 14.76, 59.14, 16.61, -51.66, 23.93, 0.01, 16.26, 65.14
 4, 335.00, 6.94, 67.37, 1184.02, -42.04, 83.03, 4.01, 85.51, 26.85 
5, 230.00, 20.69, 88.54, 57.98, -8.95, -8.73, 0.01, 77.83, 134.27
 5, 335.00, 22.60, 101.41, 1177.02, 28.75, 156.08, 4.01, 82.32, -10.44 
6, 230.00, -31.52, -61.19, 17.58, -9.47, -55.85, 0.01, 17.24, 170.37
 6, 335.00, -35.88, -76.04, 1179.35, -46.91, -132.29, 4.01, 83.21, 160.48 
7, 230.00, -23.92, -1.55, 13.01, -14.08, 56.13, 0.01, 12.67, 14.09
 7, 335.00, -27.54, 8.19, 1185.61, -35.61, 60.14, 4.01, 86.63, 30.63 
8, 230.00, 29.93, 33.16, 12.31, 45.38, 36.15, 0.01, 11.98, -51.46
 8, 335.00, 39.52, 41.33, 1183.53, 73.65, 66.32, 4.01, 85.21, -48.00 
9, 230.00, -77.67, -1.03, 7.32, -46.23, 36.43, 0.01, 7.09, 51.76
 9, 335.00, -94.01, 5.04, 1176.35, -158.84, 39.11, 4.01, 82.08, 76.17 
10, 230.00, 75.10, -3.79, 47.50, -23.98, -26.19, 0.01, 53.22, 137.52
 10, 335.00, 77.94, -8.45, 1185.55, 62.73, -33.21, 4.01, 86.57, -117.90 
11, 230.00, -44.27, 45.82, 43.34, 0.43, -40.48, 0.01, 46.95, -179.40
 11, 335.00, -47.27, 42.23, 1186.93, -41.93, -0.04, 4.01, 87.98, 90.06 
12, 230.00, -52.94, 69.73, 4.76, -22.84, 54.53, 0.01, 4.60, 22.72
 12, 335.00, -65.21, 89.97, 1165.67, -123.95, 190.85, 4.01, 78.95, 33.00 
13, 230.00, -15.57, 77.94, 31.16, -4.02, 50.30, 0.01, 31.69, 4.57
 13, 335.00, -18.04, 95.31, 1175.34, -26.97, 168.54, 4.01, 81.74, 9.09 
14, 230.00, 44.24, 0.70, 35.29, -4.17, -47.48, 0.01, 36.52, 174.98
 14, 335.00, 45.91, -7.35, 1186.20, 30.41, -50.57, 4.01, 87.15, -148.98 
15, 230.00, -15.73, -89.93, 34.21, 43.10, -22.13, 0.01, 35.23, -117.18
 15, 335.00, -11.52, -109.17, 1169.98, 17.22, -203.54, 4.01, 80.10, -175.16 
16, 230.00, 0.28, -79.74, 35.00, -33.83, 33.89, 0.01, 36.17, 44.95
 16, 335.00, -5.28, -82.21, 1185.26, -36.93, -65.93, 4.01, 86.35, 150.74 
17, 230.00, -54.72, -68.46, 16.02, 55.24, -14.46, 0.01, 15.67, -104.67
 17, 335.00, -53.09, -80.20, 1180.34, -28.18, -128.70, 4.01, 83.63, 167.65 
18, 230.00, -56.25, 1.75, 7.83, -43.64, -39.39, 0.01, 7.58, 132.07
 18, 335.00, -67.58, -4.95, 1182.74, -99.95, -41.25, 4.01, 84.78, 112.42 
19, 230.00, 10.17, -57.64, 1.75, -52.53, 27.49, 0.01, 1.69, 62.37
 19, 335.00, 1.70, -56.52, 1186.51, -47.98, -21.31, 4.01, 87.47, 113.95 
20, 230.00, 48.62, 27.42, 53.77, -16.98, 18.38, 0.01, 65.05, 42.73
