ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 95.36, -13.60, 26.93, 27.84, 44.91, 0.01, 27.01, -31.79
 1, 335.00, 123.63, -9.85, 1153.99, 280.55, 15.36, 4.01, 76.32, -86.87 
2, 230.00, 38.83, 31.75, 23.14, -8.58, 53.93, 0.01, 22.96, 9.04
 2, 335.00, 39.67, 42.90, 1184.36, 23.72, 85.30, 4.01, 85.72, -15.54 
3, 230.00, 84.76, 15.09, 47.38, -34.67, 8.39, 0.01, 53.02, 76.40
 3, 335.00, 89.77, 18.33, 1183.67, 91.80, 32.49, 4.01, 85.30, -70.51 
4, 230.00, 19.63, 29.37, 17.87, 55.30, 11.84, 0.01, 17.54, -77.91
 4, 335.00, 30.23, 32.93, 1184.81, 74.55, 35.16, 4.01, 86.02, -64.75 
5, 230.00, 85.77, -4.60, 34.32, -37.68, 30.34, 0.01, 35.35, 51.16
 5, 335.00, 90.20, -0.21, 1184.09, 88.15, 26.72, 4.01, 85.55, -73.14 
6, 230.00, -45.98, -31.28, 39.07, 5.82, -44.24, 0.01, 41.20, -172.51
 6, 335.00, -47.94, -40.76, 1184.71, -35.05, -76.03, 4.01, 85.96, 155.25 
7, 230.00, 10.85, -96.74, 53.15, -7.49, 25.24, 0.01, 63.65, 16.53
 7, 335.00, 12.35, -116.53, 1166.52, 19.68, -222.25, 4.01, 79.17, -174.94 
8, 230.00, -83.78, 2.85, 47.47, -28.93, -20.67, 0.01, 53.17, 125.55
 8, 335.00, -99.24, -0.15, 1176.22, -163.49, -18.53, 4.01, 82.04, 96.47 
9, 230.00, -19.39, 70.43, 40.58, 32.06, -29.04, 0.01, 43.17, -132.18
 9, 335.00, -15.70, 71.53, 1186.67, 13.41, 46.85, 4.01, 87.65, -15.97 
10, 230.00, -3.19, -18.58, 8.36, 25.22, 53.03, 0.01, 8.10, -25.43
 10, 630.00, 7.18, -5.05, 1453.55, 27.78, 22.16, 6.01, 88.60, -51.42 
11, 230.00, 47.92, 2.86, 16.39, 8.70, 56.33, 0.01, 16.04, -8.78
 11, 335.00, 52.16, 12.75, 1184.98, 48.79, 63.20, 4.01, 86.15, -37.67 
12, 230.00, 11.27, -42.54, 23.07, -51.57, 18.07, 0.01, 22.89, 70.69
 12, 335.00, 2.99, -41.68, 1186.67, -46.75, -13.92, 4.01, 87.65, 106.59 
13, 230.00, 74.23, -6.64, 31.28, 5.65, -50.07, 0.01, 31.83, -173.56
 13, 335.00, 82.15, -15.64, 1182.00, 97.07, -63.27, 4.01, 84.40, -123.10 
14, 230.00, -43.58, 36.84, 9.15, 53.84, 23.13, 0.01, 8.88, -66.75
 14, 335.00, -37.01, 43.15, 1186.11, 20.02, 57.50, 4.01, 87.06, -19.20 
15, 230.00, 34.65, 3.66, 12.92, -27.70, -50.83, 0.01, 12.58, 151.41
 15, 335.00, 31.54, -5.02, 1186.52, -2.22, -52.27, 4.01, 87.48, 177.56 
16, 230.00, 42.64, 34.13, 38.37, -43.10, 13.71, 0.01, 40.31, 72.35
