ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 70.09, 34.76, 14.33, 49.62, -29.15, 0.01, 13.98, -120.43
 1, 425.00, 107.92, 36.74, 1170.10, 200.76, 33.43, 4.01, 80.13, -80.55 
2, 230.00, -68.38, -21.10, 49.57, 15.96, 28.38, 0.01, 56.70, -29.35
 2, 425.00, -81.27, -17.92, 1183.61, -98.05, -1.88, 4.01, 85.26, 91.10 
3, 230.00, -71.28, -32.58, 4.03, -59.07, 3.43, 0.01, 3.89, 86.68
 3, 425.00, -113.44, -42.26, 1165.70, -218.68, -62.35, 4.01, 78.96, 105.91 
4, 230.00, -24.56, 1.62, 0.48, 46.44, -36.89, 0.01, 0.46, -128.46
 4, 630.00, -11.15, -17.41, 1453.10, 17.15, -47.75, 6.01, 88.00, -160.25 
5, 230.00, 26.18, -20.64, 33.91, 46.89, 13.00, 0.01, 34.87, -74.51
 5, 425.00, 45.94, -20.45, 1184.05, 91.76, -12.37, 4.01, 85.53, -97.68 
6, 230.00, 85.19, -39.38, 27.66, -0.06, 52.47, 0.01, 27.80, 0.07
 6, 425.00, 124.84, -42.05, 1164.82, 228.19, -41.07, 4.01, 78.74, -100.20 
7, 230.00, 40.32, -25.09, 10.84, -3.99, 58.17, 0.01, 10.53, 3.92
 7, 425.00, 47.12, -11.53, 1186.01, 52.12, 34.90, 4.01, 86.97, -56.19 
8, 230.00, -43.58, -33.87, 3.53, -10.80, 58.21, 0.01, 3.41, 10.51
 8, 425.00, -56.38, -22.52, 1184.94, -77.75, 20.43, 4.01, 86.12, 75.28 
9, 230.00, -60.65, 25.33, 49.29, -3.13, -32.84, 0.01, 56.21, 174.55
 9, 425.00, -76.35, 21.40, 1183.22, -102.68, 1.66, 4.01, 85.04, 89.08 
10, 230.00, 27.12, -57.46, 29.25, 51.55, 2.19, 0.01, 29.55, -87.57
 10, 425.00, 49.89, -70.91, 1179.28, 107.08, -91.62, 4.01, 83.19, -130.55 
11, 230.00, 64.02, 9.10, 56.74, -17.25, -0.82, 0.01, 73.08, 92.72
 11, 425.00, 73.94, 11.01, 1184.77, 81.81, 13.60, 4.01, 86.00, -80.56 
12, 230.00, 14.45, -98.46, 27.07, 51.45, 11.74, 0.01, 27.15, -77.15
