ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 53.31, 42.52, 55.16, -4.78, -21.26, 0.01, 68.44, 167.33
 1, 335.00, 56.63, 42.28, 1186.41, 50.35, 21.16, 4.01, 87.36, -67.20 
2, 230.00, -24.79, -9.27, 6.49, 34.28, -47.97, 0.01, 6.28, -144.45
 2, 335.00, -19.97, -18.16, 1185.99, 15.83, -61.06, 4.01, 86.96, -165.47 
3, 230.00, -8.21, 76.54, 50.53, 28.39, 12.57, 0.01, 58.43, -66.13
 3, 335.00, -4.37, 86.23, 1182.18, 20.72, 112.11, 4.01, 84.49, -10.47 
4, 230.00, 30.33, 72.06, 49.01, 33.26, 3.01, 0.01, 55.73, -84.84
 4, 335.00, 38.95, 80.06, 1181.00, 77.09, 99.26, 4.01, 83.93, -37.83 
5, 230.00, -31.00, 17.12, 25.18, 16.27, -51.17, 0.01, 25.12, -162.36
 5, 335.00, -29.73, 9.14, 1186.91, -7.53, -41.67, 4.01, 87.96, 169.76 
6, 230.00, -86.96, 15.65, 50.92, -24.67, 17.78, 0.01, 59.16, 54.22
 6, 335.00, -104.27, 20.91, 1172.30, -184.27, 48.07, 4.01, 80.77, 75.38 
7, 230.00, 66.66, 44.95, 28.57, 4.00, -51.82, 0.01, 28.79, -175.59
 7, 335.00, 74.31, 41.07, 1184.00, 93.25, 2.63, 4.01, 85.49, -88.39 
8, 230.00, 56.88, 9.21, 17.96, -54.58, 14.68, 0.01, 17.63, 74.94
 8, 335.00, 51.00, 12.29, 1187.39, -9.84, 23.86, 4.01, 88.75, 22.40 
9, 230.00, 65.61, -31.74, 9.69, -34.03, 47.60, 0.01, 9.40, 35.56
 9, 335.00, 65.21, -26.25, 1187.04, 34.36, 17.50, 4.01, 88.14, -63.01 
10, 230.00, 26.13, -26.89, 32.29, 34.50, 35.84, 0.01, 32.98, -43.91
 10, 335.00, 33.37, -22.11, 1186.15, 57.26, 17.93, 4.01, 87.10, -72.61 
11, 230.00, 40.35, 39.26, 28.12, 25.18, 45.75, 0.01, 28.30, -28.83
 11, 335.00, 47.36, 49.69, 1182.72, 65.14, 86.47, 4.01, 84.77, -36.99 
12, 230.00, 56.63, 71.39, 29.84, -44.95, -24.64, 0.01, 30.20, 118.74
 12, 335.00, 58.02, 78.31, 1182.31, 51.21, 100.36, 4.01, 84.56, -27.03 
13, 230.00, 49.13, -84.99, 6.33, -58.39, 8.26, 0.01, 6.13, 81.95
 13, 335.00, 52.92, -106.15, 1164.28, 68.72, -223.97, 4.01, 78.62, -162.94 
14, 230.00, 63.96, -37.93, 23.95, -8.48, 53.59, 0.01, 23.81, 8.99
 14, 335.00, 68.12, -32.24, 1185.83, 64.27, 15.18, 4.01, 86.81, -76.71 
15, 230.00, -44.96, -35.47, 25.33, 36.51, 39.28, 0.01, 25.28, -42.90
 15, 335.00, -41.47, -30.93, 1187.61, 0.75, 11.93, 4.01, 89.42, -3.62 
16, 230.00, 60.42, 1.96, 33.60, 2.00, -48.84, 0.01, 34.50, -177.65
 16, 335.00, 64.87, -6.16, 1185.09, 59.18, -51.16, 4.01, 86.22, -130.84 
17, 230.00, 45.48, -12.69, 53.15, -24.75, 8.92, 0.01, 63.66, 70.19
 17, 335.00, 43.80, -11.88, 1187.63, 9.62, -0.52, 4.01, 89.54, -93.08 
18, 230.00, 77.97, 31.89, 16.76, 49.36, -28.29, 0.01, 16.42, -119.82
 18, 335.00, 96.59, 31.44, 1173.61, 181.13, 19.82, 4.01, 81.17, -83.76 
19, 230.00, -53.33, 78.53, 25.13, 11.03, -52.58, 0.01, 25.07, -168.15
 19, 335.00, -61.71, 85.08, 1178.42, -101.09, 107.99, 4.01, 82.84, 43.11 
20, 230.00, 11.20, 63.15, 50.58, 27.67, 13.93, 0.01, 58.52, -63.27
 20, 335.00, 16.64, 70.16, 1184.30, 41.46, 79.22, 4.01, 85.68, -27.63 
21, 230.00, -58.68, 5.42, 3.52, -17.22, 56.64, 0.01, 3.41, 16.91
 21, 335.00, -65.69, 15.61, 1183.45, -74.42, 66.87, 4.01, 85.17, 48.06 
22, 230.00, 98.13, -2.91, 2.38, -35.19, 47.69, 0.01, 2.30, 36.42
 22, 335.00, 118.51, 3.84, 1164.33, 229.44, 46.06, 4.01, 78.64, -78.65 
23, 230.00, 21.24, 2.23, 17.65, -40.09, -39.99, 0.01, 17.31, 134.93
 23, 630.00, 16.10, -16.08, 1453.03, 5.24, -52.43, 6.01, 87.92, -174.30 
24, 230.00, 64.92, -26.23, 31.84, -48.70, 11.49, 0.01, 32.47, 76.72
 24, 335.00, 61.75, -26.32, 1187.49, 14.31, -14.71, 4.01, 89.01, -135.78 
