ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, 74.88, -25.74, 44.45, -36.21, 15.19, 0.01, 48.54, 67.24
 1, 425.00, 86.01, -28.73, 1183.18, 98.53, -30.52, 4.01, 85.02, -107.21 
2, 230.00, 43.69, 47.83, 26.31, 28.84, 44.65, 0.01, 26.33, -32.86
 2, 425.00, 64.30, 74.49, 1174.37, 111.36, 137.89, 4.01, 81.42, -38.92 
3, 230.00, -57.78, -25.22, 7.83, -39.42, -43.62, 0.01, 7.59, 137.90
 3, 425.00, -85.38, -45.67, 1174.44, -147.81, -96.94, 4.01, 81.44, 123.26 
4, 230.00, 79.53, 8.22, 50.81, -6.64, -29.87, 0.01, 58.94, 167.46
 4, 425.00, 102.25, 1.76, 1178.10, 149.10, -20.13, 4.01, 82.72, -97.69 
5, 230.00, -79.32, 49.33, 6.82, 58.77, -4.14, 0.01, 6.60, -94.03
 5, 425.00, -95.73, 69.28, 1174.51, -128.93, 120.16, 4.01, 81.47, 47.02 
6, 230.00, 18.67, 81.21, 8.69, 29.21, 50.88, 0.01, 8.43, -29.86
 6, 425.00, 34.76, 127.47, 1159.29, 78.22, 245.94, 4.01, 77.45, -17.64 
7, 230.00, -62.50, -25.72, 22.84, 11.21, -53.58, 0.01, 22.65, -168.18
 7, 425.00, -75.42, -49.24, 1178.74, -94.84, -110.13, 4.01, 82.97, 139.27 
8, 230.00, 6.18, -20.87, 14.34, 43.21, -38.02, 0.01, 13.99, -131.34
 8, 425.00, 21.27, -37.08, 1183.74, 60.91, -74.83, 4.01, 85.34, -140.86 
9, 230.00, -56.28, -42.83, 43.22, -22.10, 34.07, 0.01, 46.78, 32.97
 9, 425.00, -78.20, -43.89, 1180.42, -126.46, -34.35, 4.01, 83.67, 105.19 
10, 230.00, -4.71, 41.64, 23.60, 3.76, -54.28, 0.01, 23.45, -176.04
 10, 425.00, -4.45, 32.67, 1187.65, -2.22, -5.95, 4.01, 89.69, 159.54 
11, 230.00, 30.83, -70.92, 28.77, 22.05, 46.95, 0.01, 29.01, -25.16
 11, 425.00, 46.50, -76.96, 1182.26, 84.59, -75.25, 4.01, 84.53, -131.65 
12, 230.00, 17.29, 2.51, 31.65, 49.94, 4.72, 0.01, 32.25, -84.61
 12, 425.00, 36.40, 4.48, 1184.65, 84.14, 9.15, 4.01, 85.91, -83.79 
13, 230.00, 18.99, -74.58, 41.43, -36.39, 21.84, 0.01, 44.31, 59.03
 13, 425.00, 13.36, -89.37, 1182.30, -8.92, -112.49, 4.01, 84.55, 175.47 
14, 230.00, 1.72, 4.81, 5.07, 52.76, 26.62, 0.01, 4.91, -63.23
 14, 425.00, 19.20, 14.36, 1185.02, 68.30, 40.23, 4.01, 86.17, -59.50 
15, 230.00, -15.96, -26.69, 9.29, -27.88, 51.52, 0.01, 9.01, 28.43
 15, 425.00, -28.01, -15.19, 1186.05, -56.62, 25.21, 4.01, 87.01, 66.00 
16, 230.00, -73.60, 8.33, 13.46, -46.74, -33.94, 0.01, 13.12, 125.99
 16, 425.00, -110.49, 0.20, 1170.59, -199.05, -25.76, 4.01, 80.27, 97.37 
17, 230.00, 80.29, -50.92, 20.05, -31.88, -45.82, 0.01, 19.76, 145.17
 17, 425.00, 112.39, -91.07, 1153.69, 194.14, -204.49, 4.01, 76.27, -136.49 
18, 230.00, 8.55, -5.55, 45.50, -2.15, -37.98, 0.01, 50.10, 176.77
 18, 425.00, 9.45, -18.54, 1186.26, 10.80, -56.84, 4.01, 87.21, -169.24 
19, 230.00, -88.57, 2.69, 38.18, 17.14, 42.03, 0.01, 40.07, -22.19
