ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -67.41, 52.84, 4.26, -57.59, 13.54, 0.01, 4.12, 76.77
 1, 425.00, -112.16, 78.09, 1156.51, -230.37, 141.39, 4.01, 76.85, 58.46 
2, 230.00, 16.23, -73.29, 28.75, 35.37, 37.95, 0.01, 29.00, -42.99
 2, 425.00, 31.67, -82.09, 1182.21, 72.81, -87.43, 4.01, 84.50, -140.21 
3, 230.00, 47.12, 75.08, 7.06, -52.51, -26.66, 0.01, 6.84, 116.92
 3, 425.00, 48.20, 94.18, 1179.34, 40.30, 134.48, 4.01, 83.21, -16.68 
4, 230.00, 47.61, -53.02, 56.82, 15.22, -7.56, 0.01, 73.35, -116.41
 4, 425.00, 65.33, -69.90, 1178.47, 104.11, -104.56, 4.01, 82.86, -135.12 
5, 230.00, -41.23, -44.62, 9.76, 58.34, 4.37, 0.01, 9.47, -85.72
 5, 425.00, -32.23, -53.52, 1185.87, 6.07, -65.08, 4.01, 86.84, -174.67 
6, 230.00, -78.91, -4.27, 26.60, -47.27, 23.99, 0.01, 26.65, 63.09
 6, 425.00, -119.72, 1.73, 1166.76, -220.90, 20.69, 4.01, 79.23, 84.65 
7, 230.00, -79.27, 21.32, 19.94, 52.62, 18.75, 0.01, 19.64, -70.39
 7, 425.00, -87.80, 33.71, 1182.25, -92.58, 65.25, 4.01, 84.53, 54.82 
8, 230.00, -51.33, 0.74, 15.45, 56.12, -11.37, 0.01, 15.10, -101.45
 8, 425.00, -44.29, -2.72, 1187.57, -7.86, -12.72, 4.01, 89.28, 148.29 
9, 230.00, -41.36, -12.94, 56.07, 12.53, 14.74, 0.01, 70.96, -40.38
 9, 425.00, -45.86, -11.00, 1186.83, -44.51, -0.92, 4.01, 87.85, 91.19 
10, 230.00, 62.24, 45.21, 41.26, -33.00, 26.95, 0.01, 44.08, 50.76
 10, 425.00, 70.48, 66.73, 1179.19, 77.68, 118.52, 4.01, 83.15, -33.24 
11, 230.00, 16.34, 50.32, 41.15, -41.45, -10.30, 0.01, 43.93, 103.96
 11, 425.00, 6.98, 58.06, 1185.69, -25.37, 63.64, 4.01, 86.69, 21.74 
12, 230.00, -86.07, 25.88, 42.54, -1.53, 41.30, 0.01, 45.83, 2.12
 12, 425.00, -122.64, 49.12, 1162.50, -214.53, 114.58, 4.01, 78.18, 61.89 
13, 230.00, 23.36, 64.58, 9.18, -24.50, 53.23, 0.01, 8.90, 24.71
 13, 425.00, 22.10, 99.33, 1173.59, 12.04, 181.94, 4.01, 81.17, -3.78 
14, 230.00, -76.48, -52.18, 21.54, 18.21, 52.18, 0.01, 21.29, -19.23
 14, 425.00, -103.27, -58.55, 1173.74, -168.79, -66.26, 4.01, 81.22, 111.43 
15, 230.00, -46.53, 21.79, 19.83, 24.36, 50.31, 0.01, 19.53, -25.84
 15, 425.00, -49.03, 42.53, 1183.21, -41.11, 94.23, 4.01, 85.03, 23.57 
16, 230.00, -67.20, 61.41, 12.55, 55.60, 16.40, 0.01, 12.22, -73.56
 16, 425.00, -77.78, 91.44, 1171.66, -94.89, 169.62, 4.01, 80.58, 29.22 
17, 230.00, 8.90, -46.45, 37.05, 13.28, 44.37, 0.01, 38.66, -16.66
 17, 425.00, 14.90, -42.11, 1187.23, 29.04, -14.18, 4.01, 88.44, -116.03 
18, 230.00, -12.56, -69.52, 18.47, -26.81, -49.58, 0.01, 18.14, 151.60
 18, 425.00, -24.60, -105.16, 1171.00, -56.27, -190.11, 4.01, 80.39, 163.51 
19, 230.00, 2.34, -14.93, 59.04, 3.01, -4.83, 0.01, 84.50, -148.06
 19, 630.00, 5.04, -24.65, 1453.51, 8.75, -36.11, 6.01, 88.54, -166.38 
20, 230.00, 81.43, -1.19, 58.67, -7.08, 5.02, 0.01, 81.58, 54.67
 20, 425.00, 105.42, -0.07, 1177.35, 156.17, 3.69, 4.01, 82.44, -88.65 
