ion, x, y, z, vx, vy, vz, energy, elev, azim
1, 230.00, -18.03, 29.91, 10.25, 42.74, 39.82, 0.01, 9.96, -47.03
 1, 425.00, -7.86, 48.67, 1183.91, 26.38, 90.68, 4.01, 85.44, -16.22 
2, 230.00, 24.27, -17.12, 17.98, 50.38, -25.62, 0.01, 17.65, -116.95
 2, 425.00, 45.21, -28.71, 1182.57, 95.13, -55.08, 4.01, 84.69, -120.07 
3, 230.00, 26.60, 41.02, 10.94, -58.27, 1.63, 0.01, 10.63, 88.40
 3, 425.00, 13.59, 50.18, 1185.60, -31.54, 62.60, 4.01, 86.62, 26.74 
4, 230.00, 26.23, 11.23, 30.58, -19.69, 46.85, 0.01, 31.04, 22.80
 4, 425.00, 25.00, 28.25, 1185.40, 12.68, 72.34, 4.01, 86.45, -9.94 
5, 230.00, 19.81, -29.34, 50.52, -26.17, 16.73, 0.01, 58.41, 57.41
 5, 425.00, 15.48, -29.80, 1187.47, -3.55, -21.35, 4.01, 88.96, 170.56 
6, 230.00, 79.21, -31.28, 6.48, 53.25, 25.30, 0.01, 6.27, -64.59
 6, 425.00, 126.14, -35.43, 1160.77, 248.04, -40.58, 4.01, 77.78, -99.29 
7, 230.00, -17.11, 21.36, 19.37, -6.91, 55.63, 0.01, 19.06, 7.08
 7, 425.00, -22.65, 43.34, 1183.25, -32.19, 97.10, 4.01, 85.06, 18.34 
8, 230.00, 49.64, -13.14, 37.48, 39.51, -23.49, 0.01, 39.20, -120.73
 8, 425.00, 73.25, -23.47, 1180.08, 124.87, -48.85, 4.01, 83.52, -111.36 
9, 230.00, -11.76, -69.61, 29.96, -44.72, 24.91, 0.01, 30.34, 60.88
 9, 425.00, -28.74, -80.36, 1181.75, -75.13, -91.58, 4.01, 84.28, 140.64 
10, 230.00, -73.11, -20.82, 17.58, -54.06, 16.92, 0.01, 17.24, 72.62
 10, 425.00, -112.97, -22.09, 1168.54, -211.33, -20.42, 4.01, 79.70, 95.52 
11, 230.00, -26.19, 65.74, 5.41, -18.41, 56.12, 0.01, 5.23, 18.16
 11, 425.00, -39.69, 102.74, 1169.78, -71.79, 192.40, 4.01, 80.04, 20.46 
12, 230.00, -76.56, 34.07, 13.89, -52.12, -24.67, 0.01, 13.55, 115.33
 12, 425.00, -120.85, 38.97, 1163.31, -234.97, 45.45, 4.01, 78.37, 79.05 
13, 230.00, -35.21, -60.00, 17.63, 13.55, 54.98, 0.01, 17.30, -13.84
 13, 425.00, -39.82, -57.88, 1186.41, -42.78, -33.98, 4.01, 87.36, 128.46 
14, 230.00, -52.24, 76.87, 56.88, -3.53, 16.44, 0.01, 73.53, 12.12
 14, 425.00, -77.98, 118.06, 1156.46, -145.60, 227.96, 4.01, 76.84, 32.57 
15, 230.00, 64.09, -42.17, 45.38, -24.79, 29.05, 0.01, 49.92, 40.48
 15, 425.00, 74.71, -45.29, 1183.63, 88.13, -42.49, 4.01, 85.27, -115.74 
16, 230.00, 98.89, -13.78, 14.20, 57.56, -1.58, 0.01, 13.85, -91.57
 16, 425.00, 261.34, -34.14, 986.92, 651.18, -82.63, 3.99, 56.37, -97.23 
17, 230.00, -6.61, 60.34, 18.47, 42.59, 36.91, 0.01, 18.15, -49.09
 17, 425.00, 5.21, 86.94, 1178.05, 41.06, 145.12, 4.01, 82.70, -15.80 
18, 230.00, 90.15, -32.09, 4.17, 25.92, 53.18, 0.01, 4.03, -25.98
 18, 425.00, 147.72, -33.71, 1147.15, 305.94, -31.74, 4.01, 74.99, -95.92 
19, 230.00, -27.34, -40.51, 13.46, 57.72, 2.27, 0.01, 13.12, -87.75
 19, 425.00, -14.68, -48.29, 1185.93, 29.79, -57.02, 4.01, 86.90, -152.41 
20, 230.00, -32.27, -56.89, 52.44, 23.99, -13.88, 0.01, 62.14, -120.05
 20, 425.00, -33.01, -75.40, 1182.08, -25.13, -112.31, 4.01, 84.44, 167.39 
21, 230.00, 23.04, -32.72, 15.74, 8.71, 56.52, 0.01, 15.39, -8.76
 21, 425.00, 30.40, -21.13, 1186.67, 43.53, 21.96, 4.01, 87.65, -63.22 
22, 230.00, 15.28, 48.60, 25.55, 53.26, -5.29, 0.01, 25.52, -95.67
 22, 425.00, 35.48, 57.65, 1182.48, 87.92, 67.63, 4.01, 84.64, -52.43 
23, 230.00, -76.65, -15.16, 1.76, -55.72, 20.23, 0.01, 1.70, 70.04
 23, 425.00, -119.54, -13.80, 1165.87, -226.45, -6.10, 4.01, 79.00, 91.54 
24, 230.00, -65.60, -39.33, 52.64, 11.34, 24.86, 0.01, 62.57, -24.52
 24, 425.00, -80.98, -43.08, 1181.94, -108.32, -43.00, 4.01, 84.37, 111.65 
25, 230.00, -63.69, -71.74, 58.48, 5.24, -8.40, 0.01, 80.39, -148.05
 25, 425.00, -96.77, -113.20, 1151.01, -185.51, -226.41, 4.01, 75.73, 140.67 
26, 230.00, 36.92, -63.93, 30.82, 2.80, -50.60, 0.01, 31.31, -176.83
 26, 425.00, 48.88, -98.80, 1170.93, 74.10, -184.35, 4.01, 80.37, -158.10 
27, 230.00, -1.90, 28.25, 17.49, 45.81, 33.37, 0.01, 17.15, -53.93
 27, 425.00, 12.43, 44.43, 1183.81, 52.87, 79.77, 4.01, 85.38, -33.53 
28, 230.00, -85.11, 32.30, 24.97, 52.79, 10.38, 0.01, 24.90, -78.87
 28, 425.00, -102.98, 48.21, 1176.20, -138.02, 89.76, 4.01, 82.03, 56.96 
29, 230.00, -75.30, 56.42, 29.61, -45.30, 24.27, 0.01, 29.95, 61.81
 29, 425.00, -130.03, 94.49, 1137.04, -280.18, 198.02, 4.01, 73.21, 54.75 
30, 230.00, -47.19, 77.93, 27.21, -52.22, 7.07, 0.01, 27.31, 82.29
