42.98198	1	42.98198	1.4901
43.07694	0	43.16804	1.4901
43.172	0	43.3541	1.4901
43.26717	0	43.54016	1.4901
43.36244	0	43.72622	1.4901
43.45782	0	43.91229	1.4901
43.5533	0	44.09835	1.4901
43.64889	0	44.28441	1.4901
43.74458	0	44.47047	1.4901
43.84038	0	44.65653	1.4901
43.93628	0	44.84259	1.4901
44.0323	0	45.02865	1.4901
44.1284	0	45.21471	1.4901
44.22463	0	45.40078	1.4901
44.32095	0	45.58684	1.4901
44.41738	0	45.7729	1.4901
44.51392	0	45.95896	1.4901
44.61057	1	46.14502	1.4901
44.70731	0	46.33108	1.4901
44.80417	0	46.51714	1.4901
44.90113	0	46.7032	1.4901
44.9982	0	46.88927	1.4901
45.09537	0	47.07533	1.4901
45.19266	0	47.26139	1.4901
45.29005	0	47.44745	1.4901
45.38755	0	47.63351	1.4901
45.48515	0	47.81957	1.4901
45.58286	0	48.00563	1.4901
45.68068	0	48.1917	1.4901
45.77861	1	48.37776	1.4901
45.87664	0	48.56382	1.4901
45.97479	0	48.74988	1.4901
46.07303	1	48.93594	1.4901
46.1714	1	49.122	1.4901
46.26986	1	49.30806	1.4901
46.36844	0	49.49412	1.4901
46.46712	0	49.68019	1.4901
46.56592	0	49.86625	1.4901
46.66481	0	50.05231	1.4901
46.76383	1	50.23837	1.4901
46.86294	0	50.42443	1.4901
46.96217	0	50.61049	1.4901
47.06151	0	50.79655	1.4901
47.16096	1	50.98262	1.4901
47.26051	0	51.16868	1.4901
47.36018	0	51.35474	1.4901
47.45995	0	51.5408	1.4901
47.55984	0	51.72686	1.4901
47.65983	0	51.91292	1.4901
47.75994	0	52.09898	1.4901
47.86015	0	52.28504	1.4901
47.96049	0	52.47111	1.4901
48.06092	0	52.65717	1.4901
48.16147	1	52.84323	1.4901
48.26212	0	53.02929	1.4901
48.3629	0	53.21535	1.4901
48.46377	0	53.40141	1.4901
48.56477	0	53.58747	1.4901
48.66586	1	53.77354	1.4901
48.76708	0	53.9596	1.4901
48.8684	3	54.14566	1.4901
48.96984	2	54.33172	1.4901
49.07139	0	54.51778	1.4901
49.17305	0	54.70384	1.4901
49.27482	1	54.8899	1.4901
49.37671	0	55.07596	1.4901
49.4787	0	55.26203	1.4901
49.58081	1	55.44809	1.4901
49.68303	0	55.63415	1.4901
49.78537	0	55.82021	1.49011
49.88781	0	56.00627	1.49011
49.99037	0	56.19233	1.49012
50.09304	0	56.37839	1.49015
50.19583	0	56.56445	1.49022
50.29872	0	56.75052	1.49038
50.40174	0	56.93658	1.49075
50.50486	0	57.12264	1.49155
50.6081	0	57.3087	1.49324
50.71145	0	57.49476	1.49666
50.81492	0	57.56808	1.49879
50.9185	0	57.67908	1.50326
51.0222	0	57.68082	1.50335
51.126	1	57.79021	1.50979
51.22993	0	57.86688	1.51591
51.33396	1	57.90145	1.5192
51.43812	1	58.01283	1.53257
51.54238	1	58.05295	1.53862
51.64676	2	58.12432	1.55133
51.75125	0	58.23594	1.57729
51.85587	1	58.23901	1.57812
51.96059	1	58.34767	1.61271
52.06543	0	58.42507	1.64421
52.17039	2	58.45954	1.66039
52.27546	0	58.57152	1.72367
52.38065	3	58.61113	1.75048
52.48595	1	58.68363	1.80645
52.59137	0	58.79585	1.91319
52.6969	0	58.79719	1.91462
52.80256	1	58.90821	2.04883
52.90832	1	58.98325	2.15803
53.01421	0	59.02068	2.21864
53.12021	0	59.13328	2.42804
53.22633	0	59.16931	2.50422
53.33256	1	59.246	2.68226
53.43891	0	59.35537	2.97597
53.54538	1	59.35885	2.9861
53.65197	0	59.54144	3.59105
53.75866	1	59.7275	4.35692
53.86549	1	59.91356	5.26543
53.97242	2	60.09962	6.28864
54.07948	2	60.28568	7.37743
54.18665	0	60.47174	8.464
54.29394	2	60.6578	9.46893
54.40135	2	60.84387	10.31244
54.50888	2	60.95172	10.70034
54.61652	2	61.02993	10.92798
54.72429	2	61.06643	11.01801
54.83216	2	61.18128	11.23202
54.94017	2	61.21599	11.27598
55.04828	3	61.29624	11.34149
55.15653	5	61.40205	11.35448
55.26488	0	61.41133	11.35189
55.37336	4	61.52654	11.27507
55.48195	0	61.58811	11.20435
55.59067	4	61.64189	11.12907
55.6995	3	61.75735	10.93735
55.80846	3	61.77417	10.90724
55.91752	3	61.96023	10.576
56.02672	0	61.98867	10.53044
56.13603	1	62.10452	10.37725
56.24547	1	62.14629	10.3388
56.35502	4	62.22049	10.29861
56.4647	3	62.33236	10.31908
56.57449	2	62.33659	10.32201
56.6844	4	62.45281	10.46998
56.79444	1	62.51842	10.61464
56.9046	2	62.56917	10.75834
57.01487	2	62.70448	11.27904
57.12527	4	62.89054	12.30868
57.23579	1	63.0766	13.63805
57.34643	2	63.26266	15.14476
57.45719	2	63.44872	16.66438
57.56808	5	63.63478	18.0135
57.67908	5	63.82085	19.01759
57.79021	1	63.85748	19.16183
57.90145	3	63.97537	19.48872
58.01283	4	64.00691	19.53885
58.12432	5	64.09338	19.59226
58.23594	1	64.19297	19.49916
58.34767	4	64.21153	19.46358
58.45954	1	64.3298	19.10629
58.57152	1	64.37903	18.89377
58.68363	0	64.56509	17.79345
58.79585	5	64.75115	16.33518
58.90821	2	64.93721	14.70395
59.02068	1	65.12328	13.10945
59.13328	4	65.30934	11.76196
59.246	0	65.4954	10.85046
59.35885	5	65.51965	10.77216
59.47181	2	65.63935	10.54119
59.58491	5	65.68146	10.52469
59.69812	4	65.75918	10.5872
59.81147	2	65.86752	10.88127
59.92493	0	65.87914	10.92731
60.03852	5	66.05358	11.95353
60.15223	3	66.23964	13.70475
60.26607	3	66.4257	16.02586
60.38003	3	66.61177	18.73963
60.49412	5	66.79783	21.61355
60.60833	6	66.98389	24.38315
60.72267	10	67.16995	26.78477
60.83713	6	67.35601	28.59414
60.95172	7	67.54207	29.66442
61.06643	6	67.57234	29.76422
61.18128	6	67.69427	29.95876
61.29624	11	67.72813	29.95588
61.41133	9	67.81633	29.84085
61.52654	8	67.9142	29.54999
61.64189	2	67.93852	29.45452
61.75735	8	68.10026	28.64324
61.87295	5	68.28632	27.52
61.98867	7	68.47238	26.50791
62.10452	3	68.5515	26.19044
62.22049	2	68.65844	25.92312
62.33659	9	68.67449	25.90154
62.45281	5	68.79762	25.91811
62.56917	5	68.8445	26.01465
62.68565	8	68.92087	26.28418
62.80226	3	69.03056	26.91779
62.91899	10	69.21662	28.62509
63.03586	11	69.40269	30.98086
63.15285	11	69.58875	33.70131
63.26997	8	69.77481	36.41825
63.38721	13	69.96087	38.73988
63.50459	15	70.14693	40.31862
63.62209	10	70.16085	40.39925
63.73973	13	70.28559	40.86358
63.85748	23	70.33299	40.9143
63.97537	13	70.41046	40.84608
64.09338	12	70.51905	40.44134
64.21153	19	70.53547	40.35001
64.3298	10	70.70511	38.99131
64.44821	11	70.89118	36.82723
64.56674	16	71.07724	34.35071
64.6854	13	71.2633	32.04783
64.80419	7	71.44936	30.42215
64.92311	11	71.5404	30.01349
65.04216	9	71.63542	29.92403
65.16134	5	71.66662	29.97663
65.28064	11	71.82148	30.88476
65.40009	10	72.00754	33.46293
65.51965	16	72.19361	37.60938
65.63935	11	72.37967	43.05656
65.75918	5	72.56573	49.33684
65.87914	11	72.75179	55.83185
65.99923	19	72.93785	61.85066
66.11945	9	73.12391	66.72848
66.2398	14	73.30997	69.93179
66.36029	9	73.44815	71.03396
66.4809	17	73.49603	71.15197
66.60165	21	73.57645	71.04948
66.72252	25	73.6821	70.36923
66.84353	17	73.86816	67.87308
66.96466	20	74.05422	64.23337
67.08594	17	74.24028	60.22511
67.20734	24	74.42634	56.71848
67.32888	27	74.60775	54.58279
67.45054	20	74.6124	54.55083
67.57234	20	74.7373	54.19508
67.69427	33	74.79846	54.39924
67.81633	16	74.98453	56.67162
67.93852	17	75.17059	61.43146
68.06086	16	75.35665	68.36805
68.18331	9	75.54271	76.81938
68.30591	18	75.72877	85.84922
68.42863	12	75.91483	94.37174
68.5515	15	76.10089	101.30868
68.67449	20	76.28695	105.75566
68.79762	10	76.43397	107.11082
68.92087	24	76.47302	107.12962
69.04427	23	76.65908	105.27091
69.1678	26	76.84514	100.48097
69.29146	22	77.0312	93.48902
69.41525	28	77.21726	85.35513
69.53919	35	77.40332	77.32774
69.66325	23	77.58938	70.67953
69.78745	33	77.77544	66.54464
69.91178	33	77.88816	65.63774
70.03625	43	77.96151	65.77571
70.16085	39	78.14757	68.83322
70.28559	44	78.33363	75.71548
70.41046	42	78.51969	85.93582
70.53547	32	78.70575	98.55335
70.6606	36	78.89181	112.26143
70.78589	26	79.07787	125.53266
70.91129	35	79.26394	136.80942
71.03685	28	79.45	144.71765
71.16253	26	79.62899	148.22477
71.28835	37	79.63606	148.27325
71.4143	32	79.82212	147.04875
71.5404	22	80.00818	141.27496
71.66662	23	80.19424	131.86452
71.793	26	80.3803	120.35534
71.91949	22	80.56636	108.77465
72.04613	24	80.75243	99.41857
72.1729	27	80.93849	94.53598
72.29982	33	80.98468	94.24144
72.42686	43	81.12455	95.91698
72.55405	39	81.31061	104.428
72.68134	56	81.49667	119.60368
