6.984137E-1  1.000000E+0
6.995356E-1  0.000000E+0
7.006574E-1  0.000000E+0
7.017793E-1  0.000000E+0
7.029011E-1  0.000000E+0
7.040230E-1  0.000000E+0
7.051448E-1  0.000000E+0
7.062667E-1  0.000000E+0
7.073885E-1  0.000000E+0
7.085104E-1  0.000000E+0
7.096322E-1  0.000000E+0
7.107541E-1  0.000000E+0
7.118759E-1  0.000000E+0
7.129978E-1  0.000000E+0
7.141196E-1  0.000000E+0
7.152415E-1  0.000000E+0
7.163633E-1  0.000000E+0
7.174852E-1  1.000000E+0
7.186070E-1  0.000000E+0
7.197289E-1  0.000000E+0
7.208507E-1  0.000000E+0
7.219726E-1  0.000000E+0
7.230944E-1  0.000000E+0
7.242163E-1  0.000000E+0
7.253381E-1  0.000000E+0
7.264600E-1  0.000000E+0
7.275818E-1  0.000000E+0
7.287037E-1  0.000000E+0
7.298255E-1  0.000000E+0
7.309474E-1  1.000000E+0
7.320692E-1  0.000000E+0
7.331911E-1  0.000000E+0
7.343129E-1  1.000000E+0
7.354348E-1  1.000000E+0
7.365566E-1  1.000000E+0
7.376785E-1  0.000000E+0
7.388003E-1  0.000000E+0
7.399222E-1  0.000000E+0
7.410440E-1  0.000000E+0
7.421659E-1  1.000000E+0
7.432877E-1  0.000000E+0
7.444096E-1  0.000000E+0
7.455314E-1  0.000000E+0
7.466533E-1  1.000000E+0
7.477751E-1  0.000000E+0
7.488970E-1  0.000000E+0
7.500188E-1  0.000000E+0
7.511407E-1  0.000000E+0
7.522625E-1  0.000000E+0
7.533844E-1  0.000000E+0
7.545062E-1  0.000000E+0
7.556281E-1  0.000000E+0
7.567499E-1  0.000000E+0
7.578718E-1  1.000000E+0
7.589936E-1  0.000000E+0
7.601155E-1  0.000000E+0
7.612373E-1  0.000000E+0
7.623592E-1  0.000000E+0
7.634810E-1  1.000000E+0
7.646029E-1  0.000000E+0
7.657247E-1  3.000000E+0
7.668466E-1  2.000000E+0
7.679684E-1  0.000000E+0
7.690903E-1  0.000000E+0
7.702121E-1  1.000000E+0
7.713340E-1  0.000000E+0
7.724558E-1  0.000000E+0
7.735777E-1  1.000000E+0
7.746995E-1  0.000000E+0
7.758214E-1  0.000000E+0
7.769432E-1  0.000000E+0
7.780651E-1  0.000000E+0
7.791869E-1  0.000000E+0
7.803088E-1  0.000000E+0
7.814306E-1  0.000000E+0
7.825525E-1  0.000000E+0
7.836743E-1  0.000000E+0
7.847962E-1  0.000000E+0
7.859180E-1  0.000000E+0
7.870399E-1  0.000000E+0
7.881617E-1  0.000000E+0
7.892836E-1  0.000000E+0
7.904054E-1  1.000000E+0
7.915273E-1  0.000000E+0
7.926491E-1  1.000000E+0
