ion,x0,y0,z0,vx0,vy0,vz0,ke0,elev0,azim0,x1,y1,z1,vx1,vy1,vz1,ke1,elev1,azim1
1, 230.000, -51.909, -26.977, 47.474, -10.002, -34.115, 0.010, 53.172, 163.660
1, 325.000,-53.599, -28.768, 5928.571, -116.112, -90.322, 99.992, 88.579, 127.879
2, 230.000, -15.153, 69.901, 35.137, 27.766, 38.886, 0.010, 36.329, -35.528
2, 325.000,-14.820, 73.613, 5926.319, -9.849, 219.616, 99.992, 87.876, 2.568
3, 230.000, -37.021, 79.282, 49.349, -32.832, 2.084, 0.010, 56.311, 86.369
3, 325.000,-40.381, 84.374, 5918.862, -183.613, 321.108, 99.992, 86.424, 29.761
4, 230.000, -47.449, 5.922, 54.716, -22.291, 5.188, 0.010, 67.301, 76.898
4, 325.000,-49.228, 6.220, 5929.336, -110.877, 16.328, 99.992, 88.917, 81.623
5, 230.000, -69.951, -28.404, 9.461, 22.093, 54.222, 0.010, 9.179, -22.168
5, 325.000,-71.982, -27.804, 5927.951, -168.921, -21.283, 99.992, 88.355, 97.181
6, 230.000, 6.461, 50.035, 13.391, -4.286, 57.619, 0.010, 13.049, 4.255
6, 325.000,6.477, 53.044, 5928.397, 7.715, 153.764, 99.992, 88.512, -2.872
7, 230.000, 0.322, 58.482, 44.247, 37.352, 12.834, 0.010, 48.247, -71.037
7, 325.000,1.511, 60.430, 5928.793, 39.376, 132.180, 99.992, 88.667, -16.589
8, 230.000, -47.910, 71.573, 44.272, -11.111, -37.871, 0.010, 48.284, 163.649
8, 325.000,-51.048, 74.576, 5922.816, -192.150, 229.602, 99.991, 87.106, 39.925
9, 230.000, -56.569, 9.219, 21.474, 40.949, -37.144, 0.010, 21.227, -132.211
9, 325.000,-56.714, 8.276, 5929.950, -69.876, -20.190, 99.992, 89.297, 106.116
10, 230.000, 34.752, -83.953, 37.716, 13.269, -43.807, 0.010, 39.488, -163.149
10, 325.000,37.854, -91.806, 5911.276, 177.480, -441.232, 99.991, 85.400, -158.088
11, 230.000, 31.366, 87.408, 44.704, -38.288, -7.292, 0.010, 48.916, 100.783
11, 325.000,32.885, 94.671, 5913.164, 118.514, 435.986, 99.992, 85.631, -15.207
12, 230.000, -17.387, 28.543, 33.100, 13.406, 47.353, 0.010, 33.924, -15.807
12, 325.000,-17.327, 30.657, 5929.370, -21.795, 108.149, 99.992, 88.934, 11.394
13, 230.000, -82.398, -48.417, 40.655, 42.607, 7.032, 0.010, 43.273, -80.628
13, 325.000,-89.796, -53.308, 5906.939, -446.062, -281.326, 99.993, 84.898, 122.239
14, 230.000, -53.811, 2.638, 10.084, -16.572, -56.048, 0.010, 9.789, 163.528
14, 325.000,-55.655, 0.920, 5928.923, -120.995, -52.966, 99.992, 88.724, 113.641
15, 230.000, 87.385, 1.307, 50.898, -15.819, 26.014, 0.010, 59.113, 31.304
15, 325.000,92.332, 2.191, 5921.162, 329.331, 32.653, 99.992, 86.801, -84.338
16, 230.000, -93.281, -5.938, 28.302, 5.385, 51.843, 0.010, 28.502, -5.930
16, 325.000,-101.506, -4.890, 5910.416, -486.223, 23.895, 99.993, 85.291, 87.187
17, 230.000, -74.928, -49.808, 41.642, -2.196, -42.176, 0.010, 44.596, 177.020
17, 325.000,-80.448, -54.729, 5914.703, -337.714, -267.662, 99.991, 85.833, 128.399
18, 230.000, -8.845, -22.822, 3.799, -48.263, -34.262, 0.010, 3.673, 125.372
18, 325.000,-10.600, -24.446, 5928.945, -78.283, -105.233, 99.992, 88.733, 143.354
19, 230.000, -69.541, -4.239, 2.657, 30.595, -50.740, 0.010, 2.568, -148.910
19, 325.000,-70.886, -5.985, 5928.486, -136.706, -63.138, 99.992, 88.545, 114.790
20, 230.000, -78.704, 31.888, 11.839, 11.215, -57.024, 0.010, 11.515, -168.873
20, 325.000,-82.691, 31.868, 5923.922, -271.628, 54.744, 99.992, 87.322, 78.605
21, 230.000, 3.038, -56.169, 38.802, 23.368, 38.288, 0.010, 40.861, -31.397
21, 325.000,3.853, -56.369, 5929.898, 30.174, -70.664, 99.992, 89.258, -156.877
22, 230.000, 62.901, -34.763, 48.496, 25.447, -22.764, 0.010, 54.853, -131.815
22, 325.000,65.960, -36.727, 5926.299, 188.894, -113.472, 99.992, 87.871, -120.994
23, 230.000, -13.840, -27.218, 38.936, -43.530, 10.334, 0.010, 41.032, 76.646
23, 325.000,-15.527, -27.475, 5929.665, -77.568, -51.757, 99.992, 89.099, 123.713
24, 230.000, -21.078, 29.395, 22.090, -18.467, -51.852, 0.010, 21.867, 160.397
24, 325.000,-22.115, 28.363, 5930.068, -61.851, 5.373, 99.992, 89.400, 85.035
25, 230.000, 41.280, 5.132, 49.170, -31.048, -11.660, 0.010, 56.000, 110.584
25, 325.000,41.181, 4.872, 5930.223, 45.277, -2.461, 99.992, 89.562, -93.111
26, 230.000, 64.838, -46.621, 33.752, 35.984, -32.918, 0.010, 34.686, -132.452
26, 325.000,68.981, -49.820, 5922.621, 242.898, -182.048, 99.992, 87.066, -126.851
27, 230.000, -28.916, -90.652, 45.579, 22.071, -30.872, 0.010, 50.218, -144.439
27, 325.000,-31.291, -101.128, 5900.775, -148.715, -573.076, 99.992, 84.270, 165.452
28, 230.000, 4.682, 99.277, 57.467, 4.835, -13.849, 0.010, 75.681, -160.754
28, 325.000,5.672, 116.846, 5863.353, 47.808, 888.863, 99.997, 81.368, -3.079
29, 230.000, 30.650, 29.805, 55.376, -20.297, 6.253, 0.010, 69.016, 72.877
29, 325.000,30.669, 30.647, 5929.969, 35.821, 61.765, 99.992, 89.310, -30.112
30, 230.000, -26.388, -74.319, 27.889, 50.275, -14.569, 0.010, 28.049, -106.161
30, 325.000,-25.979, -78.052, 5925.461, -27.182, -240.261, 99.992, 87.663, 173.545
31, 230.000, 18.639, 28.640, 33.424, 46.435, -15.628, 0.010, 34.302, -108.600
31, 325.000,20.514, 28.748, 5929.614, 86.690, 42.474, 99.992, 89.067, -63.897
32, 230.000, 45.424, 6.028, 39.349, 43.361, 9.441, 0.010, 41.563, -77.717
32, 325.000,47.810, 6.461, 5928.969, 128.384, 20.853, 99.992, 88.743, -80.774
33, 230.000, -2.497, -91.534, 27.886, 3.618, -52.220, 0.010, 28.045, -176.037
33, 325.000,-2.590, -100.585, 5909.074, -8.345, -502.350, 99.992, 85.140, 179.048
34, 230.000, 33.858, -63.144, 3.662, -40.259, -43.399, 0.010, 3.540, 137.149
34, 325.000,33.791, -66.763, 5926.615, 44.654, -206.916, 99.992, 87.954, -167.822
35, 230.000, 49.513, 42.333, 41.919, 21.762, 35.873, 0.010, 44.973, -31.243
35, 325.000,51.705, 44.751, 5927.371, 134.754, 133.161, 99.992, 88.169, -45.341
36, 230.000, -46.642, -39.531, 12.252, -55.670, -16.382, 0.010, 11.922, 106.398
36, 325.000,-49.716, -41.159, 5927.455, -157.023, -101.107, 99.992, 88.195, 122.778
37, 230.000, -69.810, -67.820, 6.554, 48.753, -33.134, 0.010, 6.345, -124.201
37, 325.000,-77.432, -77.647, 5891.967, -438.487, -512.264, 99.993, 83.471, 139.437
38, 230.000, -76.921, 48.474, 38.431, -5.987, -44.776, 0.010, 40.389, 172.383
38, 325.000,-82.903, 50.754, 5916.851, -360.018, 175.371, 99.991, 86.128, 64.028
39, 230.000, 0.662, 80.746, 42.746, -40.252, 8.381, 0.010, 46.114, 78.239
39, 325.000,-0.561, 84.831, 5924.226, -40.139, 267.396, 99.992, 87.387, 8.537
40, 230.000, 48.607, 32.023, 47.454, 20.769, -28.887, 0.010, 53.140, -144.285
40, 325.000,50.536, 31.950, 5929.084, 119.797, 34.802, 99.992, 88.795, -73.801
41, 230.000, -24.385, -44.338, 4.246, 55.181, -21.323, 0.010, 4.106, -111.127
41, 325.000,-23.194, -46.051, 5929.452, 11.381, -105.282, 99.992, 88.977, -173.830
42, 230.000, -4.420, 41.281, 39.844, -43.705, 4.461, 0.010, 42.206, 84.172
42, 325.000,-5.904, 42.309, 5929.598, -53.515, 81.313, 99.992, 89.059, 33.351
43, 230.000, 61.256, -1.833, 21.375, -54.220, -10.996, 0.010, 21.124, 101.465
43, 325.000,61.215, -2.231, 5929.943, 71.590, -15.234, 99.992, 89.293, -102.013
44, 230.000, 38.001, -85.340, 27.989, 48.005, -20.731, 0.010, 28.158, -113.358
44, 325.000,42.962, -93.821, 5905.468, 255.090, -480.068, 99.993, 84.740, -152.016
45, 230.000, 21.220, 17.587, 29.075, -20.032, -47.655, 0.010, 29.355, 157.200
45, 325.000,21.063, 16.462, 5930.255, 41.154, 0.886, 99.992, 89.602, -88.767
46, 230.000, 87.227, 34.768, 5.331, -27.779, -52.130, 0.010, 5.157, 151.948
