ion,x,y,z,vx,vy,vz,energy,elev,azim
1, 230.00, 14.25, -65.74, 59.21, 3.18, 1.11, 0.01, 86.74, -70.75
 1, 325.00, 14.80, -67.78, 5928.34, 36.49, -151.93, 99.99, 88.49, -166.49 
2, 230.00, -45.23, -82.26, 6.46, -6.66, -58.58, 0.01, 6.25, 173.52
 2, 325.00, -49.79, -91.96, 5901.90, -258.45, -519.60, 99.99, 84.38, 153.55 
3, 230.00, 90.72, 1.30, 21.81, -23.49, 49.90, 0.01, 21.58, 25.21
 3, 325.00, 96.74, 2.93, 5917.43, 387.73, 58.84, 99.99, 86.21, -81.37 
4, 230.00, -34.40, -87.58, 38.33, 15.66, 42.47, 0.01, 40.26, -20.23
 4, 325.00, -37.12, -94.41, 5912.51, -169.05, -427.54, 99.99, 85.55, 158.43 
5, 230.00, -10.50, -4.84, 20.62, -44.08, 33.91, 0.01, 20.34, 52.43
 5, 630.00, -25.79, -5.70, 5620.00, -262.73, -35.96, 90.00, 87.30, 97.79 
6, 230.00, -45.71, -6.44, 44.31, -32.62, -22.13, 0.01, 48.34, 124.15
 6, 325.00, -47.77, -7.29, 5929.13, -117.73, -34.74, 99.99, 88.81, 106.44 
7, 230.00, 43.77, -78.89, 17.79, -54.74, -14.29, 0.01, 17.45, 104.63
 7, 325.00, 45.25, -85.04, 5917.45, 137.04, -366.80, 99.99, 86.21, -159.51 
8, 230.00, 82.53, -36.89, 54.54, 9.73, -21.17, 0.01, 66.87, -155.33
 8, 325.00, 88.96, -40.28, 5914.81, 385.61, -190.19, 99.99, 85.84, -116.25 
9, 230.00, 66.23, -45.52, 16.70, 26.74, 50.24, 0.01, 16.35, -28.02
 9, 325.00, 70.14, -46.07, 5924.97, 236.83, -90.77, 99.99, 87.55, -110.97 
10, 230.00, 87.57, -25.03, 14.23, 29.20, 49.62, 0.01, 13.89, -30.47
 10, 325.00, 95.25, -25.44, 5913.53, 442.07, -64.78, 99.99, 85.68, -98.34 
11, 230.00, 1.98, 49.08, 51.03, 24.48, 17.74, 0.01, 59.36, -54.07
 11, 325.00, 2.80, 50.77, 5929.31, 29.01, 109.56, 99.99, 88.90, -14.83 
12, 230.00, -53.54, 46.91, 51.63, -1.46, -29.15, 0.01, 60.52, 177.13
 12, 325.00, -55.45, 47.62, 5928.20, -135.72, 87.19, 99.99, 88.44, 57.28 
13, 230.00, -60.06, -61.13, 24.17, -35.40, 40.99, 0.01, 24.05, 40.82
 13, 325.00, -64.62, -63.39, 5921.73, -261.72, -185.14, 99.99, 86.90, 125.28 
14, 230.00, -25.75, -64.85, 38.70, 43.96, 9.36, 0.01, 40.74, -77.98
 14, 325.00, -25.23, -66.72, 5928.53, -16.79, -147.82, 99.99, 88.56, 173.52 
15, 230.00, -90.62, 23.85, 12.34, 47.54, -33.25, 0.01, 12.01, -124.97
 15, 325.00, -97.27, 24.97, 5914.51, -424.70, 89.69, 99.99, 85.80, 78.08 
16, 230.00, -59.64, -65.24, 54.35, 22.01, 8.92, 0.01, 66.39, -67.93
 16, 325.00, -62.85, -69.22, 5920.61, -221.77, -258.63, 99.99, 86.71, 139.39 
17, 230.00, -15.18, -65.43, 45.32, -37.35, -8.31, 0.01, 49.83, 102.54
 17, 325.00, -16.83, -67.76, 5927.74, -74.29, -161.40, 99.99, 88.28, 155.28 
18, 230.00, 3.59, 62.35, 8.77, 58.50, 4.34, 0.01, 8.50, -85.76
 18, 325.00, 5.54, 64.26, 5928.39, 68.45, 138.50, 99.99, 88.51, -26.30 
19, 230.00, -67.36, 1.41, 18.25, -27.61, -49.22, 0.01, 17.92, 150.71
 19, 325.00, -70.38, -0.10, 5927.25, -187.06, -47.92, 99.99, 88.13, 104.37 
20, 230.00, 25.97, -44.95, 16.62, 8.63, 56.27, 0.01, 16.28, -8.72
 20, 325.00, 26.86, -44.22, 5930.05, 57.92, -26.50, 99.99, 89.38, -114.58 
21, 230.00, -4.39, 3.56, 6.28, -23.72, 54.00, 0.01, 6.08, 23.71
 21, 630.00, -11.43, 13.24, 5622.94, -118.94, 151.22, 90.00, 88.04, 38.19 
22, 230.00, -90.65, -0.36, 17.64, -47.93, -30.14, 0.01, 17.31, 122.16
 22, 325.00, -99.08, -1.32, 5911.36, -473.42, -33.70, 99.99, 85.41, 94.07 
23, 230.00, 39.15, 40.29, 21.28, -22.23, 50.70, 0.01, 21.03, 23.68
 23, 325.00, 39.43, 42.92, 5928.68, 54.34, 132.17, 99.99, 88.62, -22.35 
24, 230.00, -57.70, -48.05, 19.16, 55.89, -5.20, 0.01, 18.85, -95.32
 24, 325.00, -58.16, -50.06, 5928.02, -98.45, -136.07, 99.99, 88.38, 144.11 
25, 230.00, -74.60, -51.54, 28.03, -24.83, 46.00, 0.01, 28.20, 28.36
 25, 325.00, -80.94, -53.97, 5916.10, -367.04, -186.57, 99.99, 86.02, 116.94 
26, 230.00, -55.09, -78.86, 20.95, 55.42, 2.72, 0.01, 20.69, -87.19
 26, 325.00, -59.64, -87.69, 5902.76, -287.57, -493.58, 99.99, 84.47, 149.77 
27, 230.00, 6.44, -39.59, 54.88, 5.48, 21.81, 0.01, 67.72, -14.12
 27, 325.00, 6.75, -39.74, 5930.14, 17.86, -52.14, 99.99, 89.47, -161.09 
28, 230.00, 52.03, 77.79, 28.47, -43.28, -28.89, 0.01, 28.68, 123.72
 28, 325.00, 55.34, 83.83, 5914.20, 225.71, 375.60, 99.99, 85.76, -31.00 
29, 230.00, -74.17, -13.83, 15.05, -53.65, -20.32, 0.01, 14.69, 110.75
 29, 325.00, -78.84, -15.02, 5924.14, -265.56, -60.31, 99.99, 87.37, 102.80 
30, 230.00, -28.18, -14.52, 7.19, 7.65, -58.37, 0.01, 6.97, -172.53
 30, 325.00, -28.54, -16.70, 5929.42, -53.25, -92.69, 99.99, 88.97, 150.13 
31, 230.00, 63.46, 51.93, 15.22, 40.42, -40.64, 0.01, 14.87, -135.16
 31, 325.00, 67.87, 53.24, 5923.55, 253.27, 129.76, 99.99, 87.25, -62.87 
32, 230.00, 3.13, 11.76, 12.78, 30.05, 49.51, 0.01, 12.44, -31.25
 32, 630.00, 9.60, 28.85, 5617.55, 104.53, 293.50, 90.00, 86.83, -19.60 
33, 230.00, 89.24, -33.85, 28.73, 30.68, 41.84, 0.01, 28.97, -36.25
 33, 325.00, 99.77, -36.23, 5900.49, 573.48, -160.41, 99.99, 84.24, -105.63 
34, 230.00, 43.60, 27.98, 15.09, -43.34, -37.57, 0.01, 14.74, 130.92
 34, 325.00, 43.24, 27.44, 5930.27, 37.25, 13.81, 99.99, 89.62, -69.65 
35, 230.00, -2.94, 4.76, 24.49, 32.82, -42.90, 0.01, 24.39, -142.58
 35, 630.00, -2.09, 4.56, 5626.16, -3.04, 21.15, 90.00, 89.78, 8.17 
36, 230.00, -60.92, -63.91, 34.02, -10.10, -47.52, 0.01, 35.01, 168.00
 36, 325.00, -65.31, -69.65, 5915.89, -266.06, -318.18, 99.99, 85.99, 140.10 
37, 230.00, -39.93, -8.59, 56.30, 6.30, 17.56, 0.01, 71.67, -19.75
 37, 325.00, -40.58, -8.22, 5930.01, -68.15, 2.14, 99.99, 89.34, 88.21 
38, 230.00, -13.56, 90.07, 11.40, 51.08, 27.90, 0.01, 11.08, -61.36
 38, 325.00, -13.04, 97.92, 5913.02, -9.54, 453.44, 99.99, 85.61, 1.21 
39, 230.00, 14.36, 24.88, 4.20, 45.85, 37.39, 0.01, 4.06, -50.80
 39, 325.00, 16.14, 26.61, 5929.02, 81.78, 97.46, 99.99, 88.77, -40.00 
40, 230.00, -51.33, -29.56, 41.36, 8.24, -41.70, 0.01, 44.22, -168.82
 40, 325.00, -52.44, -31.67, 5928.70, -96.75, -103.88, 99.99, 88.63, 137.04 
41, 230.00, 53.14, -42.51, 31.35, -49.85, 7.08, 0.01, 31.91, 81.92
 41, 325.00, 53.26, -43.64, 5929.24, 72.41, -92.04, 99.99, 88.87, -141.81 
42, 230.00, -81.80, -5.50, 50.70, 28.68, 11.13, 0.01, 58.75, -68.78
 42, 325.00, -84.91, -5.43, 5925.60, -238.25, -6.36, 99.99, 87.70, 91.53 
43, 230.00, -47.40, 17.80, 0.01, -50.68, -30.81, 0.01, 0.01, 121.30
 43, 325.00, -50.13, 17.23, 5928.71, -141.51, 1.52, 99.99, 88.63, 89.38 
44, 230.00, -23.20, 41.66, 56.23, -9.09, 16.53, 0.01, 71.45, 28.80
 44, 325.00, -24.01, 43.12, 5929.42, -52.25, 94.03, 99.99, 88.96, 29.06 
45, 230.00, 1.38, -33.13, 22.95, 13.88, -52.90, 0.01, 22.77, -165.30
 45, 325.00, 1.85, -35.52, 5929.11, 17.27, -122.53, 99.99, 88.80, -171.98 
46, 230.00, -72.59, 61.10, 44.32, 15.09, -36.41, 0.01, 48.36, -157.49
 46, 325.00, -79.37, 66.08, 5908.90, -398.22, 309.89, 99.99, 85.12, 52.11 
47, 230.00, 34.21, -19.01, 34.83, -31.18, -36.50, 0.01, 35.97, 139.50
 47, 325.00, 33.95, -20.58, 5929.84, 32.63, -74.01, 99.99, 89.22, -156.21 
48, 230.00, -72.16, -26.63, 40.09, 21.24, -38.20, 0.01, 42.53, -150.93
 48, 325.00, -74.47, -28.93, 5926.36, -185.05, -116.48, 99.99, 87.89, 122.19 
49, 230.00, 26.90, 42.12, 11.25, 32.52, -48.31, 0.01, 10.93, -146.05
 49, 325.00, 28.55, 41.55, 5929.74, 83.84, 28.55, 99.99, 89.14, -71.19 
50, 230.00, -7.63, -23.01, 0.33, -57.99, -12.45, 0.01, 0.32, 102.11
 50, 325.00, -9.67, -23.94, 5929.12, -86.60, -86.26, 99.99, 88.82, 134.89 
51, 230.00, 60.83, -20.41, 2.56, -26.94, 52.78, 0.01, 2.48, 27.04
 51, 325.00, 61.75, -19.33, 5929.46, 104.89, 10.25, 99.99, 88.98, -84.42 
52, 230.00, 24.11, 11.94, 9.72, 24.20, -53.27, 0.01, 9.43, -155.57
 52, 325.00, 25.43, 10.49, 5929.62, 93.22, -23.39, 99.99, 89.07, -104.08 
53, 230.00, 63.90, -28.97, 34.01, 40.29, 27.17, 0.01, 34.98, -56.01
 53, 325.00, 67.35, -29.11, 5926.84, 200.64, -43.62, 99.99, 88.02, -102.26 
54, 230.00, -89.89, -5.47, 33.93, 4.90, 48.40, 0.01, 34.89, -5.78
 54, 325.00, -96.20, -4.37, 5917.23, -393.54, 27.06, 99.99, 86.19, 86.07 
55, 230.00, -40.54, -90.78, 37.75, -37.16, 26.68, 0.01, 39.53, 54.32
 55, 325.00, -49.04, -106.57, 5861.56, -411.37, -803.08, 100.00, 81.25, 152.88 
