ion,x,y,z,vx,vy,vz,energy,elev,azim
1, 230.00, 85.58, 11.48, 34.06, 39.91, -27.65, 0.01, 35.05, -124.72
 1, 325.00, 92.00, 11.32, 5918.56, 374.43, 15.38, 99.99, 86.38, -87.65 
2, 230.00, -91.94, -19.26, 9.83, 21.98, 54.20, 0.01, 9.54, -22.07
 2, 325.00, -99.74, -19.38, 5911.50, -470.77, -45.76, 99.99, 85.43, 95.55 
3, 230.00, 25.84, -34.72, 43.00, -21.27, 34.87, 0.01, 46.47, 31.38
 3, 325.00, 25.73, -34.37, 5930.26, 26.56, -29.17, 99.99, 89.62, -137.68 
4, 230.00, 19.17, 74.59, 58.83, 6.75, -3.40, 0.01, 82.68, -116.75
 4, 325.00, 20.18, 77.58, 5926.28, 62.42, 211.79, 99.99, 87.87, -16.42 
5, 230.00, -2.23, 42.69, 54.88, -22.08, 4.33, 0.01, 67.70, 78.91
 5, 325.00, -2.98, 43.75, 5929.74, -27.05, 84.18, 99.99, 89.15, 17.81 
6, 230.00, 34.75, -33.73, 58.56, 1.50, 9.30, 0.01, 80.86, -9.17
 6, 325.00, 35.59, -34.21, 5929.78, 66.49, -53.40, 99.99, 89.18, -128.77 
7, 230.00, -74.58, 58.80, 55.46, 18.53, 9.94, 0.01, 69.24, -61.78
 7, 325.00, -81.63, 65.09, 5905.37, -413.70, 352.33, 99.99, 84.74, 49.58 
8, 230.00, 41.26, 89.84, 58.55, 3.83, -8.64, 0.01, 80.83, -156.11
 8, 325.00, 48.25, 104.55, 5871.24, 355.69, 756.21, 99.99, 81.90, -25.19 
9, 230.00, 7.27, -31.35, 13.43, 37.23, 44.18, 0.01, 13.08, -40.12
 9, 325.00, 8.62, -30.62, 5930.07, 55.99, -26.24, 99.99, 89.40, -115.11 
10, 230.00, 83.14, 9.95, 0.72, 31.56, 50.21, 0.01, 0.70, -32.16
 10, 325.00, 88.62, 12.05, 5920.63, 328.41, 88.22, 99.99, 86.71, -74.96 
11, 230.00, 86.46, -28.81, 42.12, -29.56, -29.49, 0.01, 45.25, 134.93
 11, 325.00, 92.16, -31.91, 5916.49, 370.37, -165.14, 99.99, 86.08, -114.03 
12, 230.00, -9.15, 84.22, 53.92, 7.99, 23.38, 0.01, 65.38, -18.87
 12, 325.00, -9.42, 89.64, 5921.05, -24.95, 331.70, 99.99, 86.78, 4.30 
13, 230.00, 28.09, 75.27, 34.91, 46.79, -10.48, 0.01, 36.06, -102.62
 13, 325.00, 30.86, 78.45, 5924.44, 138.03, 227.29, 99.99, 87.43, -31.27 
14, 230.00, 41.80, -34.07, 55.24, 2.56, 21.43, 0.01, 68.66, -6.82
 14, 325.00, 42.90, -34.23, 5929.65, 83.51, -43.72, 99.99, 89.09, -117.63 
15, 230.00, -46.09, 71.93, 2.83, 23.03, 54.58, 0.01, 2.73, -22.87
 15, 325.00, -48.05, 77.80, 5919.47, -148.75, 327.68, 99.99, 86.52, 24.42 
16, 230.00, 37.94, 60.99, 58.86, 0.29, 7.32, 0.01, 82.90, -2.25
 16, 325.00, 39.30, 63.39, 5927.32, 97.53, 163.93, 99.99, 88.16, -30.75 
17, 230.00, 28.20, -32.05, 8.69, 5.43, -58.42, 0.01, 8.43, -174.69
 17, 325.00, 28.98, -34.61, 5928.90, 57.89, -119.94, 99.99, 88.71, -154.23 
18, 230.00, 57.60, -52.70, 42.24, -5.31, -41.29, 0.01, 45.41, 172.67
 18, 325.00, 59.94, -56.28, 5924.65, 166.77, -200.94, 99.99, 87.48, -140.31 
19, 230.00, -55.54, -44.85, 47.72, -25.60, 24.19, 0.01, 53.57, 46.63
 19, 325.00, -58.30, -45.67, 5927.37, -167.64, -88.59, 99.99, 88.17, 117.85 
20, 230.00, -20.61, 13.50, 25.58, 5.54, 53.22, 0.01, 25.55, -5.94
 20, 325.00, -20.92, 15.52, 5929.20, -60.39, 100.82, 99.99, 88.86, 30.92 
21, 230.00, -32.64, -90.91, 49.21, 4.81, 32.76, 0.01, 56.06, -8.36
 21, 325.00, -36.33, -100.60, 5900.80, -206.75, -555.13, 99.99, 84.27, 159.57 
22, 230.00, 12.82, -21.88, 19.34, -48.01, 28.96, 0.01, 19.03, 58.90
 22, 325.00, 11.59, -21.48, 5930.19, -5.32, -48.73, 99.99, 89.53, 173.78 
23, 230.00, 15.77, -80.55, 35.11, -28.34, 38.49, 0.01, 36.30, 36.37
 23, 325.00, 15.66, -83.28, 5926.14, 21.90, -223.55, 99.99, 87.83, -174.40 
24, 230.00, -19.80, 78.94, 40.41, -19.08, -38.99, 0.01, 42.95, 153.93
 24, 325.00, -21.34, 81.50, 5925.96, -83.83, 213.35, 99.99, 87.78, 21.45 
25, 230.00, 3.14, 99.79, 36.55, -30.42, 35.44, 0.01, 38.04, 40.64
 25, 325.00, 3.19, 131.57, 5761.90, 9.96, 1398.44, 99.95, 76.36, -0.41 
26, 230.00, 82.22, 49.41, 24.49, -39.11, -37.26, 0.01, 24.39, 133.61
 26, 325.00, 89.97, 53.66, 5906.69, 460.44, 262.02, 99.99, 84.87, -60.36 
27, 230.00, 20.85, 6.29, 51.90, 23.83, -16.01, 0.01, 61.06, -123.89
 27, 325.00, 22.14, 5.94, 5929.16, 117.40, 9.64, 99.99, 88.86, -85.31 
28, 230.00, 85.65, 15.29, 15.16, -52.76, 22.47, 0.01, 14.81, 66.93
 28, 325.00, 89.17, 16.91, 5923.45, 274.80, 82.74, 99.99, 87.23, -73.24 
29, 230.00, -47.65, -78.08, 42.74, -22.27, -34.57, 0.01, 46.10, 147.21
 29, 325.00, -52.17, -85.42, 5910.46, -254.17, -414.42, 99.99, 85.30, 148.48 
30, 230.00, -0.85, 98.73, 32.27, -23.78, -43.71, 0.01, 32.96, 151.45
 30, 325.00, -1.68, 113.01, 5881.60, -32.42, 759.82, 100.00, 82.63, 2.44 
31, 230.00, 87.45, 39.15, 29.79, 40.07, 32.01, 0.01, 30.15, -51.38
 31, 325.00, 98.65, 44.59, 5893.34, 597.76, 282.67, 99.99, 83.60, -64.69 
32, 230.00, 50.65, -65.54, 4.28, -37.26, 45.95, 0.01, 4.14, 39.04
 32, 325.00, 52.01, -67.37, 5926.54, 129.69, -170.22, 99.99, 87.93, -142.69 
33, 230.00, -50.82, -44.39, 3.41, -27.93, 52.21, 0.01, 3.29, 28.14
 33, 325.00, -53.32, -44.14, 5928.35, -147.85, -49.40, 99.99, 88.49, 108.48 
34, 230.00, 98.57, 9.63, 41.65, 41.63, -7.08, 0.01, 44.60, -99.66
 34, 325.00, 117.27, 11.13, 5856.91, 925.29, 78.46, 99.98, 80.99, -85.15 
35, 230.00, -71.98, 68.36, 42.42, -28.39, -30.21, 0.01, 45.66, 136.78
 35, 325.00, -85.74, 79.74, 5862.05, -680.87, 585.25, 99.99, 81.29, 49.32 
36, 230.00, -19.25, -80.55, 3.92, 44.01, -39.57, 0.01, 3.79, -131.96
 36, 325.00, -18.87, -85.96, 5921.80, -19.83, -318.41, 99.99, 86.92, 176.44 
37, 230.00, -10.04, -36.63, 19.51, 5.65, 55.72, 0.01, 19.20, -5.79
