ion,x,y,z,vx,vy,vz,energy,elev,azim
1, 230.00, 50.69, 3.31, 57.13, 0.96, -15.90, 0.01, 74.42, -176.53
 1, 325.00, 51.90, 2.89, 5929.61, 95.95, -10.25, 99.99, 89.07, -96.10 
2, 230.00, 68.98, 50.66, 11.99, -27.88, 50.95, 0.01, 11.66, 28.69
 2, 325.00, 72.09, 55.17, 5921.02, 228.35, 243.06, 99.99, 86.78, -43.21 
3, 230.00, 32.30, -1.99, 11.48, -45.31, 36.51, 0.01, 11.17, 51.13
 3, 325.00, 31.54, -0.86, 5930.24, 25.70, 33.83, 99.99, 89.59, -37.22 
4, 230.00, 40.62, -22.42, 32.94, -13.28, -47.50, 0.01, 33.73, 164.39
 4, 325.00, 41.10, -24.43, 5929.40, 60.84, -90.35, 99.99, 88.95, -146.04 
5, 230.00, -19.11, -68.38, 14.96, -43.24, -37.74, 0.01, 14.61, 131.12
 5, 325.00, -21.15, -71.98, 5925.82, -93.69, -213.20, 99.99, 87.75, 156.28 
6, 230.00, -30.72, -11.55, 4.60, -21.31, 55.16, 0.01, 4.45, 21.12
 6, 325.00, -32.05, -10.02, 5929.66, -87.63, 33.13, 99.99, 89.09, 69.29 
7, 230.00, -38.90, 34.90, 21.81, 21.71, -50.70, 0.01, 21.57, -156.82
 7, 325.00, -39.12, 34.12, 5930.16, -50.92, 13.37, 99.99, 89.49, 75.29 
8, 230.00, -40.34, 88.74, 34.02, -48.58, -0.57, 0.01, 35.00, 90.68
 8, 325.00, -47.26, 100.74, 5885.61, -344.33, 642.30, 100.00, 82.94, 28.20 
9, 230.00, 43.31, -34.22, 49.11, -6.70, -32.57, 0.01, 55.90, 168.38
 9, 325.00, 44.18, -36.10, 5929.04, 77.55, -100.48, 99.99, 88.77, -142.34 
10, 230.00, -14.88, -71.29, 22.89, 52.42, 15.67, 0.01, 22.71, -73.36
 10, 325.00, -13.77, -73.38, 5927.99, 16.14, -168.36, 99.99, 88.37, -174.52 
11, 230.00, 27.73, -12.29, 43.36, 40.32, 3.43, 0.01, 46.98, -85.14
 11, 325.00, 29.61, -12.44, 5929.43, 104.24, -23.86, 99.99, 88.97, -102.89 
12, 230.00, -38.82, 74.88, 21.65, 55.22, 0.37, 0.01, 21.41, -89.62
 12, 325.00, -39.19, 78.93, 5923.92, -79.26, 265.48, 99.99, 87.32, 16.62 
13, 230.00, 87.70, 44.15, 50.94, -16.28, -25.66, 0.01, 59.18, 147.61
 13, 325.00, 100.01, 49.82, 5885.60, 656.33, 311.65, 99.99, 82.96, -64.60 
14, 230.00, -78.87, -51.13, 20.56, 40.46, 38.18, 0.01, 20.28, -46.66
 14, 325.00, -84.85, -54.65, 5913.75, -378.20, -232.47, 99.99, 85.71, 121.58 
15, 230.00, -21.57, -64.40, 14.45, -55.39, -15.51, 0.01, 14.10, 105.64
 15, 325.00, -24.02, -66.98, 5926.98, -108.96, -169.28, 99.99, 88.05, 147.23 
16, 230.00, -10.35, -53.38, 33.38, -48.24, 8.73, 0.01, 34.26, 79.74
 16, 325.00, -12.14, -54.41, 5929.24, -69.95, -94.05, 99.99, 88.87, 143.36 
17, 230.00, -34.88, 57.20, 37.39, 40.63, 21.66, 0.01, 39.08, -61.94
 17, 325.00, -34.69, 59.68, 5928.24, -38.50, 154.96, 99.99, 88.46, 13.95 
18, 230.00, 58.68, 20.08, 39.76, 18.94, -39.72, 0.01, 42.10, -154.50
 18, 325.00, 60.93, 19.40, 5928.63, 144.74, 1.59, 99.99, 88.60, -89.37 
19, 230.00, -0.99, -3.90, 40.73, -24.98, 35.14, 0.01, 43.37, 35.40
 19, 630.00, -4.68, -3.63, 5930.12, -56.05, -15.27, 99.99, 89.44, 105.24 
20, 230.00, -61.19, 32.04, 47.22, -25.27, -25.47, 0.01, 52.77, 135.23
 20, 325.00, -64.01, 32.30, 5927.62, -174.24, 50.92, 99.99, 88.25, 73.71 
21, 230.00, -72.44, 66.97, 45.81, -14.26, -34.86, 0.01, 50.57, 157.75
 21, 325.00, -84.33, 76.54, 5877.10, -608.86, 511.35, 100.00, 82.30, 49.98 
22, 230.00, -85.43, -51.57, 30.58, 22.03, 45.79, 0.01, 31.04, -25.70
 22, 325.00, -107.52, -63.94, 5813.70, -1023.11, -582.63, 100.04, 78.55, 119.66 
23, 230.00, 88.20, 39.57, 39.73, -19.48, 39.50, 0.01, 42.05, 26.25
 23, 325.00, 98.31, 45.55, 5895.56, 565.50, 305.30, 99.99, 83.78, -61.64 
24, 230.00, 2.88, -84.67, 6.26, -58.97, -0.81, 0.01, 6.06, 90.79
 24, 325.00, 1.20, -89.38, 5922.23, -51.74, -306.93, 99.99, 86.99, 170.43 
25, 230.00, -26.88, 23.55, 4.72, -55.36, -20.75, 0.01, 4.57, 110.55
 25, 325.00, -29.21, 23.38, 5929.33, -110.09, 24.40, 99.99, 88.91, 77.50 
26, 230.00, 14.65, 88.09, 10.22, 18.09, -55.55, 0.01, 9.92, -161.96
 26, 325.00, 16.19, 92.32, 5921.57, 80.95, 312.88, 99.99, 86.88, -14.51 
27, 230.00, -92.24, -30.24, 22.51, -31.21, 45.13, 0.01, 22.30, 34.67
 27, 325.00, -105.04, -32.77, 5889.50, -675.40, -162.10, 99.99, 83.27, 103.50 
28, 230.00, -65.72, 24.51, 14.03, -56.13, 13.05, 0.01, 13.68, 76.91
 28, 325.00, -69.76, 25.77, 5925.73, -223.00, 74.95, 99.99, 87.73, 71.42 
29, 230.00, -63.71, 5.31, 2.22, -18.42, -56.33, 0.01, 2.14, 161.89
