ion,x,y,z,vx,vy,vz,energy,elev,azim
1, 230.00, 58.89, -57.35, 16.27, -50.01, -27.43, 0.01, 15.92, 118.75
 1, 325.00, 60.24, -61.05, 5924.62, 142.85, -219.15, 99.99, 87.47, -146.90 
2, 230.00, 88.03, -46.70, 56.31, 12.12, 14.14, 0.01, 71.70, -40.60
 2, 325.00, 109.09, -57.26, 5827.11, 991.71, -503.93, 100.06, 79.19, -116.94 
3, 230.00, 94.73, -0.92, 11.15, 49.53, -30.66, 0.01, 10.83, -121.76
 3, 325.00, 106.01, -1.95, 5898.93, 608.53, -38.18, 99.99, 84.10, -93.59 
4, 230.00, 75.33, -57.35, 3.76, -15.36, -57.16, 0.01, 3.63, 164.96
 4, 325.00, 82.48, -64.89, 5902.61, 418.58, -392.24, 99.99, 84.45, -133.14 
5, 230.00, 14.61, -75.18, 52.29, -10.02, 26.13, 0.01, 61.85, 20.98
 5, 325.00, 14.89, -77.41, 5927.41, 30.90, -185.62, 99.99, 88.18, -170.55 
6, 230.00, -84.70, -17.94, 36.34, -46.79, 2.79, 0.01, 37.78, 86.59
 6, 325.00, -91.35, -18.96, 5917.68, -382.16, -67.54, 99.99, 86.25, 100.02 
7, 230.00, -85.88, 49.25, 41.69, 41.90, -4.91, 0.01, 44.66, -96.68
 7, 325.00, -99.02, 57.35, 5875.13, -690.14, 416.33, 99.98, 82.19, 58.90 
8, 230.00, -30.25, -68.24, 50.63, -27.77, 13.54, 0.01, 58.61, 64.00
 8, 325.00, -32.28, -70.44, 5926.87, -111.40, -171.73, 99.99, 88.02, 147.03 
9, 230.00, -97.80, -17.54, 5.72, 57.41, -13.75, 0.01, 5.53, -103.47
 9, 325.00, -113.35, -21.04, 5872.18, -810.91, -171.25, 99.99, 81.97, 101.92 
10, 230.00, 98.92, -1.09, 52.54, -15.24, 22.91, 0.01, 62.36, 33.62
 10, 325.00, 115.04, -0.59, 5871.84, 830.32, 15.27, 99.99, 81.95, -88.95 
11, 230.00, -89.31, 29.99, 16.40, 49.59, 28.10, 0.01, 16.05, -60.46
 11, 325.00, -96.19, 33.66, 5911.27, -434.25, 193.53, 99.99, 85.40, 65.98 
12, 230.00, -73.63, -20.34, 26.75, 35.37, -39.39, 0.01, 26.81, -138.08
 12, 325.00, -75.49, -22.40, 5927.11, -170.88, -98.63, 99.99, 88.09, 119.99 
13, 230.00, -37.23, -15.65, 14.12, -39.70, -41.74, 0.01, 13.77, 136.44
 13, 325.00, -39.30, -17.32, 5928.92, -110.62, -72.49, 99.99, 88.72, 123.24 
14, 230.00, -93.45, -13.43, 56.49, -18.03, -1.21, 0.01, 72.26, 93.85
 14, 325.00, -103.18, -14.78, 5904.64, -547.30, -77.16, 99.99, 84.65, 98.02 
15, 230.00, -36.07, -17.56, 15.92, -35.10, -45.08, 0.01, 15.57, 142.09
 15, 325.00, -37.96, -19.37, 5928.95, -103.83, -79.58, 99.99, 88.74, 127.47 
16, 230.00, 41.28, 88.63, 56.13, -17.91, -6.77, 0.01, 71.16, 110.72
 16, 325.00, 46.45, 100.69, 5888.32, 285.04, 645.98, 100.00, 83.16, -23.81 
17, 230.00, 6.60, -66.92, 18.59, 48.43, 28.74, 0.01, 18.27, -59.31
 17, 325.00, 8.34, -68.12, 5928.70, 65.71, -125.38, 99.99, 88.63, -152.34 
18, 230.00, 45.62, -38.08, 52.30, 20.33, -19.21, 0.01, 61.86, -133.38
 18, 325.00, 47.49, -39.71, 5928.45, 115.48, -98.71, 99.99, 88.53, -130.52 
19, 230.00, 52.06, -45.03, 52.88, 9.21, -25.24, 0.01, 63.07, -159.95
